loyalty_number,churned,churn_prob,risk_bucket,priority_score,priority_rank,clv,behavioral_clv,clv_rank,bclv_rank,rank_gap,cluster,cluster_label,rfm_segment,RFM_score,RFM_total
101018,0,0.0035463097,Low (<25%),15.523620096671085,11189.0,4392.98,4377.401132414094,9521.0,8036.0,1485.0,1,Moderate Risk,Loyal,432,9
101148,0,0.0050790296,Low (<25%),24.106700966379563,10194.0,4770.55,4746.32023534172,8853.0,7370.0,1483.0,1,Moderate Risk,Recent Low-Freq,422,8
101363,0,0.012963239,Low (<25%),165.03995408396972,3998.0,12898.59,12731.382495066991,1870.5,1524.0,346.5,1,Moderate Risk,Recent Low-Freq,424,10
101487,0,0.004158198,Low (<25%),50.498761700438926,7965.0,14024.36,12144.386029823238,1561.0,1625.0,-64.0,1,Moderate Risk,Needs Attention,244,10
101515,0,0.0559245,Low (<25%),314.2340458813436,2268.0,7737.27,5618.897726065385,4753.0,5846.0,-1093.0,1,Moderate Risk,Hibernating,123,6
101540,0,0.008481786,Low (<25%),22.613064847070046,10339.0,2688.88,2666.0734952603198,12054.0,10786.0,1268.0,1,Moderate Risk,Recent Low-Freq,411,6
101544,0,0.009036196,Low (<25%),217.14176167636558,3183.0,24249.34,24030.218210889358,476.5,369.0,107.5,1,Moderate Risk,Champions,434,11
101547,0,0.20957759,Low (<25%),716.0990435314321,875.0,5619.69,3416.868394809923,6978.0,9559.0,-2581.0,1,Moderate Risk,Lost,112,4
101581,0,0.018010726,Low (<25%),70.67553640236802,6875.0,4595.46,3924.080373126992,9204.5,8774.0,430.5,1,Moderate Risk,Hibernating,222,6
101594,0,0.01313344,Low (<25%),67.47147979791943,7038.0,5205.75,5137.38059472,7893.5,6655.0,1238.5,1,Moderate Risk,Loyal,432,9
101663,0,0.032046024,Low (<25%),159.11979669406008,4115.0,5129.74,4965.35222884624,8039.5,6946.0,1093.5,1,Moderate Risk,Loyal,432,9
101664,0,0.019551894,Low (<25%),172.5727557471477,3867.0,9002.41,8826.39583393546,3332.5,2760.0,572.5,1,Moderate Risk,Recent Low-Freq,424,10
101709,0,0.026880978,Low (<25%),219.64180763724977,3155.0,8396.61,8170.900911315421,3967.5,3285.0,682.5,1,Moderate Risk,Champions,443,11
101876,1,0.91859734,Critical (>75%),370.1073765319115,1938.0,4949.53,402.9049077497998,8439.5,12964.0,-4524.5,1,Moderate Risk,Recent Low-Freq,412,7
101895,0,0.47828734,Medium (25-50%),3499.5596362881956,26.0,24543.2,7316.856089663999,465.0,4090.0,-3625.0,1,Moderate Risk,Hibernating,124,7
101902,0,0.0041415743,Low (<25%),25.840904017784826,10009.0,6265.34,6239.391628875239,6233.5,5158.0,1075.5,1,Moderate Risk,Champions,433,10
101945,0,0.0021445132,Low (<25%),8.993332077107047,12119.0,4202.66,4193.647340154888,9806.5,8348.0,1458.5,1,Moderate Risk,Loyal,432,9
102168,0,0.036855686,Low (<25%),254.38603913535695,2785.0,7166.34,6902.21962319076,5460.0,4515.0,945.0,1,Moderate Risk,Recent Low-Freq,413,8
102184,0,0.016616132,Low (<25%),61.88072246860353,7350.0,4923.18,3724.1352240463384,8499.0,9078.0,-579.0,1,Moderate Risk,Hibernating,132,6
102207,0,0.011531421,Low (<25%),79.34367998639982,6455.0,6960.92,6880.65070093268,5632.5,4537.0,1095.5,1,Moderate Risk,Recent Low-Freq,423,9
102299,0,0.00883464,Low (<25%),18.29549194555733,10854.0,2089.34,2070.8814332624,13442.0,12258.0,1184.0,1,Moderate Risk,Loyal,441,9
102311,0,0.002723792,Low (<25%),20.393061320815793,10606.0,7507.46,7487.011240511681,5035.0,3917.0,1118.0,1,Moderate Risk,Champions,443,11
102376,0,0.05060928,Low (<25%),613.3699520546654,1100.0,12765.78,12119.7130655616,1906.0,1636.0,270.0,0,Loyal Champions,Recent Low-Freq,424,10
102464,0,0.0544654,Low (<25%),107.97659755267455,5404.0,2725.68,1982.480575790769,11932.0,12374.0,-442.0,1,Moderate Risk,Lost,111,3
102726,0,0.08697867,Low (<25%),638.8703261241496,1035.0,8044.87,7345.1379070771,4380.0,4061.0,319.0,1,Moderate Risk,Recent Low-Freq,413,8
102730,0,0.024525877,Low (<25%),58.70008793491899,7518.0,2453.57,2393.39404396911,12887.0,11531.0,1356.0,1,Moderate Risk,Recent Low-Freq,411,6
102788,0,0.0030968676,Low (<25%),29.863928521124812,9604.0,11124.21,9643.269386500351,2302.5,2325.0,-22.5,0,Loyal Champions,Hibernating,224,8
102851,0,0.029704884,Low (<25%),560.183520823768,1228.0,19435.63,18858.29686538308,867.5,722.0,145.5,1,Moderate Risk,Champions,444,12
102877,0,0.0026418085,Low (<25%),7.54362181606654,12371.0,2863.04,2855.47639659216,11544.5,10369.0,1175.5,1,Moderate Risk,Loyal,441,9
102982,0,0.21358041,Low (<25%),879.3863290367784,641.0,5235.57,4117.354812816299,7816.5,8462.0,-645.5,1,Moderate Risk,Recent Low-Freq,412,7
103151,0,0.08245887,Low (<25%),1542.2077327327968,218.0,32613.69,18702.751235043565,197.0,736.0,-539.0,1,Moderate Risk,Hibernating,124,7
103217,0,0.028521787,Low (<25%),155.15030703801486,4192.0,6439.33,5439.71200114547,6075.5,6142.0,-66.5,1,Moderate Risk,Hibernating,223,7
103304,0,0.012214632,Low (<25%),28.15411498183928,9760.0,2683.47,2304.9499143190956,12067.5,11756.0,311.5,1,Moderate Risk,Needs Attention,231,6
103340,0,0.0065454105,Low (<25%),42.84383798606307,8481.0,7577.07,6545.630405619796,4954.5,4848.0,106.5,1,Moderate Risk,Needs Attention,243,9
103359,0,0.021807393,Low (<25%),96.05446010129825,5822.0,4502.87,4404.67414428209,9356.0,7989.0,1367.0,1,Moderate Risk,Loyal,432,9
103436,0,0.009901213,Low (<25%),49.1630406221499,8058.0,5015.01,4965.35531779287,8285.0,6945.0,1340.0,1,Moderate Risk,Loyal,442,10
103490,0,0.010466967,Low (<25%),182.82857999495866,3694.0,17651.96,17467.19751719468,1016.5,839.0,177.5,1,Moderate Risk,Champions,434,11
103502,0,0.09253921,Low (<25%),188.45973673857955,3602.0,2580.85,2036.5392868447825,12406.5,12305.0,101.5,1,Moderate Risk,Hibernating,211,4
103536,0,0.0003158811,Low (<25%),2.906021798684602,13108.0,9202.64,9199.733059953895,3139.5,2541.0,598.5,1,Moderate Risk,Champions,444,12
103699,0,0.05747703,Low (<25%),303.1214182544098,2350.0,5595.39,5273.7836011083,7040.5,6416.0,624.5,1,Moderate Risk,Recent Low-Freq,412,7
103731,0,0.004813694,Low (<25%),19.2355760131476,10744.0,4015.34,3996.0113819340404,10051.5,8666.0,1385.5,1,Moderate Risk,Loyal,432,9
103823,0,0.0006624439,Low (<25%),3.185919250283927,13058.0,4812.53,4809.341968857932,8760.5,7247.0,1513.5,1,Moderate Risk,Loyal,442,10
103860,0,0.02321572,Low (<25%),76.1605463357952,6615.0,3358.53,3280.5593079084,10865.0,9735.0,1130.0,1,Moderate Risk,Loyal,441,9
103862,0,0.014561324,Low (<25%),70.00775552417434,6913.0,4878.83,4807.78777562908,8627.5,7250.0,1377.5,1,Moderate Risk,Recent Low-Freq,422,8
103916,0,0.18844488,Low (<25%),401.2044457400113,1777.0,3803.92,2129.028104876138,10343.5,12137.0,-1793.5,1,Moderate Risk,Lost,131,5
103969,0,0.0034329484,Low (<25%),107.46191984437378,5429.0,31410.93,31303.09789811399,227.0,158.0,69.0,1,Moderate Risk,Champions,434,11
103970,0,0.0024614015,Low (<25%),20.2754122527407,10622.0,8257.67,8237.344558675495,4134.5,3221.0,913.5,1,Moderate Risk,Champions,433,10
104103,0,0.034200985,Low (<25%),272.933483262306,2625.0,8262.88,7980.281365063199,4126.5,3443.0,683.5,1,Moderate Risk,Champions,433,10
104267,0,0.00040825538,Low (<25%),1.1022639226265394,13379.0,2701.04,2699.937285888405,12013.0,10715.0,1298.0,0,Loyal Champions,Loyal,431,8
104353,0,0.024175445,Low (<25%),372.21609032090754,1930.0,15777.89,15396.45248808895,1239.5,1054.0,185.5,1,Moderate Risk,Champions,444,12
104431,0,0.018686898,Low (<25%),39.81523273466288,8717.0,2822.59,2130.649652749369,11650.5,12135.0,-484.5,1,Moderate Risk,Lost,131,5
104541,0,0.021945382,Low (<25%),185.0392664227034,3655.0,8621.0,8431.808861778,3695.5,3054.0,641.5,1,Moderate Risk,Recent Low-Freq,413,8
104586,0,0.008789397,Low (<25%),58.883332459265674,7504.0,7772.58,6699.359746665861,4712.0,4702.0,10.0,1,Moderate Risk,Needs Attention,233,8
104673,0,0.0133813685,Low (<25%),194.3829859309261,3513.0,14723.41,14526.390625213415,1416.0,1178.0,238.0,1,Moderate Risk,Champions,434,11
104732,0,0.05063983,Low (<25%),402.9913943205374,1769.0,8382.48,7957.9926378216005,3992.5,3467.0,525.5,1,Moderate Risk,Recent Low-Freq,423,9
104849,0,0.02659111,Low (<25%),63.39920022295133,7262.0,2816.76,2384.225413040348,11666.0,11565.0,101.0,1,Moderate Risk,Hibernating,221,5
104960,0,0.0051096915,Low (<25%),8.944405735252225,12129.0,2551.23,1750.4786218996244,12511.5,12586.0,-74.5,1,Moderate Risk,Lost,111,3
105063,0,0.0011558413,Low (<25%),8.371699141036887,12230.0,7251.33,7242.948613306071,5376.5,4169.0,1207.5,0,Loyal Champions,Recent Low-Freq,413,8
105073,0,0.0031406826,Low (<25%),23.677818377583904,10237.0,7562.82,7539.067582819068,4965.5,3852.0,1113.5,0,Loyal Champions,Recent Low-Freq,413,8
105074,0,0.031125411,Low (<25%),73.41825761502565,6754.0,2799.75,2358.788374393696,11708.5,11634.0,74.5,1,Moderate Risk,Needs Attention,231,6
105214,0,0.011125621,Low (<25%),64.88875148691942,7173.0,5897.99,5832.37119859821,6563.5,5600.0,963.5,1,Moderate Risk,Champions,433,10
105335,0,0.040786732,Low (<25%),313.3078248629011,2278.0,11611.95,7681.6113843811045,2198.0,3727.0,-1529.0,1,Moderate Risk,Hibernating,124,7
105552,0,0.009512093,Low (<25%),77.78766412821122,6536.0,8256.3,8177.765306564099,4144.0,3278.0,866.0,1,Moderate Risk,Recent Low-Freq,423,9
105688,0,0.007483091,Low (<25%),40.901454206076004,8631.0,5507.06,5465.85016887754,7229.5,6101.0,1128.5,1,Moderate Risk,Loyal,442,10
105712,0,0.0024422423,Low (<25%),20.248245480312537,10627.0,8311.14,8290.842182330778,4067.5,3161.0,906.5,1,Moderate Risk,Champions,433,10
105789,0,0.14470491,Low (<25%),208.14157576650226,3305.0,2943.05,1438.3864083568571,11331.5,12718.0,-1386.5,1,Moderate Risk,Lost,131,5
105835,0,0.00081571104,Low (<25%),3.8764630934895155,12953.0,4756.13,4752.250372251325,8894.5,7361.0,1533.5,0,Loyal Champions,Recent Low-Freq,412,7
105841,0,0.0006615067,Low (<25%),11.51620068618366,11744.0,17420.57,17409.04617622718,1049.5,850.0,199.5,0,Loyal Champions,Recent Low-Freq,424,10
105921,0,0.00088806124,Low (<25%),4.473140384910899,12845.0,5041.45,5036.972883661602,8230.5,6831.0,1399.5,1,Moderate Risk,Loyal,442,10
105932,0,0.05176083,Low (<25%),138.62997782291475,4569.0,3671.82,2678.2796532226153,10511.5,10762.0,-250.5,1,Moderate Risk,Lost,111,3
105992,0,0.035623822,Low (<25%),176.4332289173393,3804.0,5905.97,4952.675457376227,6555.5,6972.0,-416.5,1,Moderate Risk,Needs Attention,243,9
106001,0,0.0014758433,Low (<25%),6.2970866724635295,12559.0,4914.04,4266.771866947886,8522.5,8213.0,309.5,1,Moderate Risk,Needs Attention,242,8
106037,0,0.010104695,Low (<25%),112.84442070444591,5248.0,11281.52,11167.523681263601,2263.5,1868.0,395.5,1,Moderate Risk,Champions,444,12
106038,0,0.0021445611,Low (<25%),15.79311184431634,11163.0,7380.09,7364.262946071501,5214.5,4042.0,1172.5,1,Moderate Risk,Champions,433,10
106046,0,0.00013483904,Low (<25%),0.3583835023045451,13462.0,2658.22,2657.861568167091,12146.5,10813.0,1333.5,0,Loyal Champions,Recent Low-Freq,421,7
106218,0,0.010237493,Low (<25%),166.91747117658096,3967.0,16473.17,16304.526037437188,1142.5,944.0,198.5,1,Moderate Risk,Champions,434,11
106397,0,0.02707577,Low (<25%),208.17771252614557,3303.0,7902.68,7688.7088539364,4568.5,3719.0,849.5,1,Moderate Risk,Recent Low-Freq,413,8
106444,0,0.04452638,Low (<25%),247.86300498023638,2842.0,8447.8,5566.655204852414,3907.5,5939.0,-2031.5,1,Moderate Risk,Lost,113,5
106477,0,0.024871113,Low (<25%),60.32237447634916,7419.0,2487.26,2425.39907547962,12766.5,11436.0,1330.5,1,Moderate Risk,Recent Low-Freq,411,6
106592,0,0.0033145957,Low (<25%),38.744001379878334,8798.0,11727.78,11688.907150841454,2163.5,1743.0,420.5,1,Moderate Risk,Champions,444,12
106637,0,0.008429398,Low (<25%),62.31445792753064,7324.0,7455.36,7392.51580332672,5110.5,4015.0,1095.5,1,Moderate Risk,Recent Low-Freq,423,9
106689,0,0.4859505,Medium (25-50%),537.1543987325281,1288.0,2795.41,1105.368548303846,11724.5,12813.0,-1088.5,1,Moderate Risk,Lost,111,3
106754,0,0.005132667,Low (<25%),125.16327606868258,4881.0,31864.86,24385.621757398752,219.0,350.0,-131.0,1,Moderate Risk,Hibernating,114,6
106757,0,0.017158903,Low (<25%),314.17255844681205,2270.0,21423.64,18309.59464289833,699.5,766.0,-66.5,1,Moderate Risk,Hibernating,224,8
106776,0,0.0034165257,Low (<25%),65.91046441273969,7129.0,19357.8,19291.66357880454,873.0,686.0,187.0,1,Moderate Risk,Champions,434,11
106838,0,0.024272919,Low (<25%),137.0877068159088,4609.0,7524.74,5647.763534987646,5010.0,5807.0,-797.0,1,Moderate Risk,Hibernating,133,7
106839,0,0.019591998,Low (<25%),125.07330299240877,4886.0,6511.47,6383.89729278294,6018.0,5013.0,1005.0,1,Moderate Risk,Champions,433,10
106936,0,0.00068520755,Low (<25%),39.3864744651044,8751.0,57520.5,57481.086519120225,19.5,12.0,7.5,1,Moderate Risk,Champions,434,11
106946,0,0.0029603394,Low (<25%),23.01048486380455,10298.0,7796.0,7772.9211940376,4683.5,3636.0,1047.5,1,Moderate Risk,Champions,443,11
106978,0,0.0060961205,Low (<25%),20.935092810602367,10533.0,3455.23,3434.166501564785,10758.5,9525.0,1233.5,1,Moderate Risk,Loyal,441,9
106979,0,0.0010793061,Low (<25%),15.18450829321986,11229.0,14083.97,14068.769085266784,1543.5,1254.0,289.5,1,Moderate Risk,Champions,444,12
107037,0,0.0014329487,Low (<25%),25.373294700331513,10060.0,17732.46,17707.0502944952,1010.0,814.0,196.0,1,Moderate Risk,Recent Low-Freq,424,10
107067,0,0.005411623,Low (<25%),27.650950715698436,9821.0,5137.35,5109.54859858095,8029.0,6697.0,1332.0,1,Moderate Risk,Loyal,432,9
107119,0,0.01112506,Low (<25%),194.55401695977235,3508.0,17684.65,17487.907207671,1015.0,836.0,179.0,1,Moderate Risk,Champions,434,11
107141,0,0.0029941536,Low (<25%),18.931054013317926,10778.0,7292.91,6322.67296284263,5309.0,5082.0,227.0,1,Moderate Risk,Hibernating,223,7
107203,0,0.0031245232,Low (<25%),9.483791789566252,12047.0,3044.79,3035.276483005872,11214.5,10063.0,1151.5,1,Moderate Risk,Loyal,441,9
107212,0,0.016556492,Low (<25%),111.41345060335036,5289.0,6842.58,6729.29087897064,5751.5,4672.0,1079.5,1,Moderate Risk,Champions,433,10
107296,0,0.051169958,Low (<25%),1062.9371211729015,454.0,21892.94,20772.67917970348,665.0,574.0,91.0,1,Moderate Risk,Recent Low-Freq,414,9
107385,0,0.018163554,Low (<25%),127.60807104554125,4813.0,7155.47,7025.50123425962,5470.5,4399.0,1071.5,1,Moderate Risk,Recent Low-Freq,413,8
107420,0,0.050007265,Low (<25%),749.2441454010975,819.0,15771.39,14982.70592085165,1241.5,1117.0,124.5,1,Moderate Risk,Recent Low-Freq,414,9
107461,0,0.14220499,Low (<25%),192.1167019035414,3542.0,2519.92,1350.9842509995,12631.5,12754.0,-122.5,1,Moderate Risk,Lost,111,3
107466,0,0.013678499,Low (<25%),39.874802762502945,8709.0,4285.58,2915.1446194866076,9696.5,10232.0,-535.5,1,Moderate Risk,Lost,112,4
107487,0,0.29367974,Medium (25-50%),1407.8875444362766,270.0,7805.31,4793.955294417914,4670.0,7276.0,-2606.0,1,Moderate Risk,Hibernating,213,6
107519,0,0.0064202286,Low (<25%),30.342229059647615,9549.0,5470.06,4726.035621168943,7315.5,7412.0,-96.5,0,Loyal Champions,Hibernating,222,6
107571,0,0.4342635,Medium (25-50%),1050.9559733521758,466.0,7486.09,2420.0882030199996,5064.5,11447.0,-6382.5,1,Moderate Risk,Hibernating,123,6
107649,0,0.016627839,Low (<25%),73.94811787266315,6729.0,5879.18,4447.24764731383,6589.5,7930.0,-1340.5,1,Moderate Risk,At-Risk High-Value,143,8
107719,0,0.0066792495,Low (<25%),15.558754831713866,11186.0,2345.08,2329.41662558254,13196.5,11707.0,1489.5,1,Moderate Risk,Recent Low-Freq,421,7
107730,0,0.016169628,Low (<25%),421.75106973916473,1694.0,26511.6,26082.9172903152,359.0,280.0,79.0,1,Moderate Risk,Recent Low-Freq,424,10
107902,0,0.114791624,Low (<25%),341.5419912278727,2081.0,4369.5,2975.32153764,9566.5,10147.0,-580.5,1,Moderate Risk,Lost,122,5
107993,0,0.0061925175,Low (<25%),146.10073968969672,4405.0,23740.12,23593.108891447897,520.5,389.0,131.5,1,Moderate Risk,Recent Low-Freq,424,10
108264,0,0.007257241,Low (<25%),18.122456109581574,10877.0,2515.41,2497.15506341619,12643.5,11218.0,1425.5,1,Moderate Risk,Loyal,441,9
108346,0,0.31689247,Medium (25-50%),913.8397023235416,592.0,4854.75,2883.753288058696,8682.5,10302.0,-1619.5,1,Moderate Risk,Hibernating,212,5
108367,1,0.97295266,Critical (>75%),53.05321680380637,7833.0,3528.04,54.528055664914234,10683.0,13189.0,-2506.0,1,Moderate Risk,Lost,111,3
108381,0,0.010720603,Low (<25%),34.883432864276884,9110.0,3289.13,3253.86854305461,10932.5,9774.0,1158.5,1,Moderate Risk,Loyal,431,8
108430,0,0.0019783126,Low (<25%),59.39262321450555,7474.0,30081.37,30021.859646703735,261.5,186.0,75.5,1,Moderate Risk,Champions,434,11
108440,0,0.018152075,Low (<25%),107.52319679563918,5424.0,7842.87,5923.46587349596,4631.0,5482.0,-851.0,1,Moderate Risk,Hibernating,123,6
108462,0,0.03218434,Low (<25%),254.98480345707125,2780.0,8186.1,7922.6357743260005,4215.5,3509.0,706.5,1,Moderate Risk,Recent Low-Freq,423,9
108528,0,0.0054429984,Low (<25%),42.53887397036401,8503.0,7858.11,7815.338319842976,4612.5,3595.0,1017.5,1,Moderate Risk,Champions,443,11
108625,0,0.010602944,Low (<25%),162.29466313285053,4056.0,15470.6,15306.566094553602,1292.5,1065.0,227.5,1,Moderate Risk,Champions,434,11
108666,0,0.02471139,Low (<25%),290.0914154476351,2466.0,12036.62,11739.1783888982,2087.0,1726.0,361.0,1,Moderate Risk,Recent Low-Freq,414,9
108857,1,0.92625844,Critical (>75%),269.4036204931204,2652.0,5719.09,290.85146095199997,6806.5,13006.0,-6199.5,1,Moderate Risk,Lost,112,4
108896,1,0.9910157,Critical (>75%),150.8763576857991,4290.0,32196.6,152.24416493684114,208.5,13102.0,-12893.5,1,Moderate Risk,Hibernating,114,6
108907,0,0.0448045,Low (<25%),100.03212863471647,5677.0,2337.36,2232.6357538800003,13201.5,11907.0,1294.5,1,Moderate Risk,Loyal,431,8
109022,0,0.03769231,Low (<25%),94.35094693442785,5874.0,2991.42,2503.1882347998267,11269.5,11205.0,64.5,1,Moderate Risk,Hibernating,221,5
109023,0,0.00445281,Low (<25%),23.151154648825706,10286.0,6005.85,5199.223557444784,6431.0,6545.0,-114.0,1,Moderate Risk,Hibernating,223,7
109203,0,0.010532992,Low (<25%),73.34294301030438,6757.0,8092.88,6963.163269306991,4326.0,4459.0,-133.0,1,Moderate Risk,Needs Attention,243,9
109478,0,0.005365265,Low (<25%),112.05677208773449,5270.0,20998.26,20885.598770561097,732.5,566.0,166.5,1,Moderate Risk,Champions,444,12
109495,0,0.023208454,Low (<25%),221.14785577067752,3132.0,11218.44,9528.76291418108,2285.0,2374.0,-89.0,1,Moderate Risk,Needs Attention,234,9
109517,0,0.033184472,Low (<25%),471.19272012074254,1503.0,21295.51,14199.19292736502,711.0,1236.0,-525.0,1,Moderate Risk,At-Risk High-Value,134,8
109552,0,0.02294405,Low (<25%),276.149996967854,2587.0,14166.2,12035.799999034783,1527.5,1658.0,-130.5,1,Moderate Risk,Hibernating,214,7
109612,0,0.4261025,Medium (25-50%),1451.750312097861,248.0,6827.18,3407.0448122173916,5764.5,9577.0,-3812.5,1,Moderate Risk,Hibernating,213,6
109660,0,0.012509135,Low (<25%),43.7683032377225,8410.0,3543.23,3498.9072575939504,10663.5,9432.0,1231.5,1,Moderate Risk,Loyal,431,8
109767,0,0.018439665,Low (<25%),61.171287303615,7380.0,3886.65,3317.37519654587,10220.5,9696.0,524.5,1,Moderate Risk,Needs Attention,231,6
109840,0,0.19059248,Low (<25%),523.0576446555946,1331.0,4916.37,2744.377137312,8515.5,10617.0,-2101.5,1,Moderate Risk,Lost,122,5
109896,0,0.034780424,Low (<25%),130.41764871883225,4748.0,3884.86,3749.74292201936,10232.5,9042.0,1190.5,1,Moderate Risk,Loyal,431,8
109903,0,0.017428588,Low (<25%),60.31673009177754,7420.0,5107.16,3460.7926982827034,8088.5,9486.0,-1397.5,1,Moderate Risk,Lost,122,5
109956,1,0.98903465,Critical (>75%),31.84031660682092,9392.0,5137.85,32.1933277128571,8027.5,13219.0,-5191.5,1,Moderate Risk,Lost,112,4
110065,0,0.0019936773,Low (<25%),26.725684662660775,9911.0,13432.0,13405.2209265064,1713.5,1380.0,333.5,0,Loyal Champions,Champions,444,12
110099,0,0.023147922,Low (<25%),82.30524534661421,6327.0,4731.84,3555.6213359719377,8951.5,9332.0,-380.5,1,Moderate Risk,Hibernating,132,6
110142,0,0.00020666746,Low (<25%),1.0055703325842795,13394.0,4866.65,4865.644221805791,8656.5,7132.0,1524.5,0,Loyal Champions,Loyal,442,10
110211,1,0.9709986,Critical (>75%),178.39739813203352,3765.0,12036.62,183.72570066736813,2087.0,13084.0,-10997.0,1,Moderate Risk,Hibernating,124,7
110262,0,0.00045328683,Low (<25%),4.2715060859414935,12889.0,9427.68,9423.406556818545,3000.5,2422.0,578.5,0,Loyal Champions,Recent Low-Freq,424,10
110296,0,0.008272486,Low (<25%),19.658713424444596,10687.0,2396.22,2376.39730359708,13078.5,11593.0,1485.5,1,Moderate Risk,Recent Low-Freq,421,7
110394,0,0.043425042,Low (<25%),81.96408387495941,6341.0,2565.12,1887.4842740499691,12461.5,12486.0,-24.5,1,Moderate Risk,Lost,131,5
110422,0,0.03837192,Low (<25%),61.450926662718324,7367.0,2414.77,1601.4556129252414,13025.0,12672.0,353.0,1,Moderate Risk,Lost,111,3
110476,0,0.015175943,Low (<25%),91.14534962378933,6001.0,6098.46,6005.91011865222,6351.5,5395.0,956.5,1,Moderate Risk,Champions,443,11
110678,0,0.004875952,Low (<25%),19.087542766649104,10759.0,3933.81,3914.62893126288,10168.0,8792.0,1376.0,1,Moderate Risk,Loyal,431,8
110691,0,0.037164364,Low (<25%),146.9362920162374,4386.0,4722.24,3953.687785864905,8976.5,8730.0,246.5,1,Moderate Risk,Hibernating,222,6
110752,0,0.0025496217,Low (<25%),13.107373455885687,11502.0,5154.05,5140.909122277116,7997.5,6648.0,1349.5,1,Moderate Risk,Recent Low-Freq,422,8
111022,0,0.0057743276,Low (<25%),73.06251749936632,6767.0,14635.45,12652.991406197028,1442.0,1539.0,-97.0,1,Moderate Risk,Hibernating,214,7
111034,0,0.0025419428,Low (<25%),29.89459258365342,9601.0,11790.5,11760.5292234166,2146.5,1720.0,426.5,1,Moderate Risk,Champions,444,12
