loyalty_number,total_flights_sum,total_flights_mean,total_flights_max,total_flights_std,points_accumulated_sum,points_accumulated_mean,points_redeemed_sum,points_redeemed_mean,distance_sum,distance_mean,months_with_flights,tenure_months,activity_rate,hyperbolic_flight_score,hyperbolic_distance_score,flights_last_3m,flights_last_6m,flights_last_12m,recency_ratio,total_pts_accumulated,total_pts_redeemed,net_unredeemed_points,redemption_ratio,recent_redemption_ratio,redemption_trend,loss_aversion_score,tier_rank,flight_trajectory,flights_first_6m_avg,flights_last_6m_avg,flight_cv,longest_active_streak,months_since_last_flight,mean_fe_deviation,std_fe_deviation,seasonal_volatility,last_flight_quarter,last_flight_month_of_year,clv,salary,province,marital_status,education,gender,enrollment_year,clv_percentile,churned
100550,35,1.9444444444444444,5,1.6617574758359692,36423.0,2023.5,431,23.944444444444443,36423.0,2023.5,14,18,0.7777777777777778,13.202021489161174,14712.230496388283,3,12,24,0.125,36423.0,431,35992.0,0.011833182329846526,0.0,-0.011833182329846526,0.314831372850889,2,0.16666666666666674,1.8333333333333333,2.0,0.8546181304299271,6,0,0.4824786654539605,1.6612664527931666,1.5,2,6,7861.8,54133.0,8,1,0,0,2013,0.6582189239332097,0
100585,30,1.6666666666666667,5,1.7489492643904123,49274.0,2737.4444444444443,1565,86.94444444444444,49274.0,2737.4444444444443,11,18,0.6111111111111112,11.8478269413771,19419.53756655773,5,9,20,0.25,49274.0,1565,47709.0,0.03176117222064375,0.041506586169045005,0.009745413948401255,0.409411778089299,1,-0.16666666666666674,1.6666666666666667,1.5,1.0493695586342473,4,1,0.21269967652269983,1.7521326559591224,1.611111111111111,2,5,7334.33,96269.0,2,0,0,1,2013,0.6097588126159554,0
100590,16,3.2,12,5.215361924162119,32670.0,6534.0,0,0.0,21780.0,4356.0,2,5,0.4,15.478260869565219,20931.652173913044,16,16,16,1.0,32670.0,0,32670.0,0.0,0.0,0.0,0.28904727030482297,1,0.0,3.2,3.2,1.629800601300662,2,0,1.6917244769760202,5.21536192416212,3.8400000000000007,2,6,34090.04,69841.0,1,1,0,0,2018,0.9880148423005566,0
100642,25,1.3888888888888888,4,1.5005445634595809,41913.0,2328.5,502,27.88888888888889,41913.0,2328.5,11,18,0.6111111111111112,9.359391610533772,16181.396125837133,3,4,18,0.16666666666666666,41913.0,502,41411.0,0.011977190847708348,0.0,-0.011977190847708348,0.36241820063809427,2,-0.5000000000000001,1.1666666666666667,0.6666666666666666,1.0803920856908982,6,0,-0.07307689010159504,1.5157415809889188,1.25,2,6,4892.63,51667.0,8,1,0,0,2012,0.36359925788497216,0
100644,22,1.2222222222222223,6,1.8005082797253327,38194.0,2121.8888888888887,921,51.166666666666664,38194.0,2121.8888888888887,8,18,0.4444444444444444,5.433835282007053,8440.677220340398,2,4,10,0.2,38194.0,921,37273.0,0.024113735141645283,0.0,-0.024113735141645283,0.32204037678445296,1,-1.3333333333333335,2.0,0.6666666666666666,1.4731431379570903,2,1,-0.23174476792174462,1.8097894123610958,0.9722222222222222,2,5,4458.11,94440.0,0,0,4,0,2015,0.29962894248608535,0
100646,22,1.2222222222222223,6,1.8005082797253325,31484.0,1749.111111111111,0,0.0,31484.0,1749.111111111111,8,18,0.4444444444444444,12.369073032230927,18024.033892423366,9,10,18,0.5,31484.0,0,31484.0,0.0,0.0,0.0,0.27849602184124894,1,1.0,0.6666666666666666,1.6666666666666667,1.47314313795709,2,0,-0.23174476792174462,1.7938323680414319,1.6666666666666667,2,6,2471.53,101933.0,4,1,0,0,2015,0.048534322820037105,0
100727,38,2.111111111111111,6,1.9063018984684919,57631.0,3201.722222222222,1217,67.61111111111111,57631.0,3201.722222222222,12,18,0.6666666666666666,19.268607403059352,26521.455600214882,10,17,30,0.3333333333333333,57631.0,1217,56414.0,0.02111710711249154,0.03481471713042331,0.013697610017931773,0.4897211676783189,2,1.5000000000000002,1.3333333333333333,2.8333333333333335,0.9029851098008645,4,0,0.6491453321206273,1.8951692468370471,1.5833333333333333,2,6,3873.65,128118.0,8,1,4,1,2014,0.23974025974025975,0
100737,32,1.7777777777777777,4,1.733936546622286,41830.0,2323.8888888888887,1048,58.22222222222222,41830.0,2323.8888888888887,10,18,0.5555555555555556,17.18930417158823,21789.06993157406,9,14,28,0.32142857142857145,41830.0,1048,40782.0,0.025053789146545543,0.026647208259013025,0.001593419112467482,0.3521658532870259,1,1.666666666666667,0.6666666666666666,2.3333333333333335,0.9753393074750359,3,0,0.32381078763381094,1.7251525172644062,1.2777777777777777,2,6,12786.67,73544.0,1,2,1,0,2017,0.8592578849721707,0
100753,48,2.6666666666666665,6,1.878672873255448,59916.0,3328.6666666666665,340,18.88888888888889,59916.0,3328.6666666666665,14,18,0.7777777777777778,18.091024176863556,25706.283593063978,8,12,30,0.26666666666666666,59916.0,340,59576.0,0.005674611122237799,0.0,-0.005674611122237799,0.5254179290602089,1,-1.0,3.0,2.0,0.7045023274707931,7,0,1.2126996765226998,1.8892614047831182,1.5833333333333333,2,6,2534.31,47717.0,8,0,0,1,2015,0.0661595547309833,0
100816,18,1.0,3,1.1881770515720091,26996.0,1499.7777777777778,0,0.0,26996.0,1499.7777777777778,9,18,0.5,5.437883899888045,6779.867632465601,0,5,10,0.0,26996.0,0,26996.0,0.0,0.0,0.0,0.23856853187116445,3,-0.4999999999999999,1.3333333333333333,0.8333333333333334,1.1881770515720091,5,3,-0.456522118354868,1.1914519093164972,0.8333333333333334,1,3,6273.91,97497.0,6,0,4,0,2013,0.5385899814471243,0
100853,25,1.3888888888888888,6,1.8515141304249878,33294.0,1849.6666666666667,579,32.166666666666664,33294.0,1849.6666666666667,9,18,0.5,6.352305370271192,10321.40659233653,5,5,9,0.5555555555555556,33294.0,579,32715.0,0.017390520814561182,0.0,-0.017390520814561182,0.2844139680496162,1,-1.833333333333333,2.6666666666666665,0.8333333333333334,1.3330901739059913,6,1,-0.06507810125507797,1.860540842577298,1.125,2,5,10153.89,73544.0,6,1,1,1,2016,0.8014100185528757,0
100883,20,1.1111111111111112,5,1.5676467522593478,37249.0,2069.3888888888887,0,0.0,37249.0,2069.3888888888887,8,18,0.4444444444444444,10.013585518624712,19737.72198909713,6,7,16,0.375,37249.0,0,37249.0,0.0,0.0,0.0,0.3297843417337483,1,0.5000000000000001,0.6666666666666666,1.1666666666666667,1.410882077033413,2,0,-0.34285587903285575,1.5671257691108187,1.388888888888889,2,6,3561.04,73544.0,2,2,1,0,2013,0.2107977736549165,0
100890,15,0.8333333333333334,3,1.1504474832710556,23839.0,1324.388888888889,341,18.944444444444443,23839.0,1324.388888888889,8,18,0.4444444444444444,4.64352150185051,6225.997433806463,3,4,8,0.375,23839.0,341,23498.0,0.014304291287386216,0.0,-0.014304291287386216,0.2044811715885628,2,-0.5000000000000001,1.1666666666666667,0.6666666666666666,1.3805369799252667,3,2,-0.6286324456571506,1.155621328399984,0.8888888888888888,2,4,8007.4,73544.0,6,0,1,0,2014,0.669795918367347,0
101018,32,1.7777777777777777,5,1.5550886320704589,56084.0,3115.777777777778,681,37.833333333333336,56084.0,3115.777777777778,13,18,0.7222222222222222,14.467626604625849,28559.669807689468,7,10,23,0.30434782608695654,56084.0,681,55403.0,0.012142500534911917,0.03153507756425098,0.019392577029339064,0.4853258885019323,2,0.16666666666666674,1.5,1.6666666666666667,0.8747373555396332,6,0,0.3158119987872939,1.5578322006656444,1.4305555555555554,2,6,4392.98,56523.0,6,1,0,0,2014,0.2935064935064935,0
101148,25,1.3888888888888888,5,1.6851911704746592,37480.0,2082.222222222222,714,39.666666666666664,37480.0,2082.222222222222,9,18,0.5,6.041547897790899,12119.730504937392,1,4,11,0.09090909090909091,37480.0,714,36766.0,0.019050160085378867,0.040392741735023614,0.021342581649644747,0.31928674666323104,2,-1.666666666666667,2.3333333333333335,0.6666666666666666,1.2133376427417546,4,0,-0.07307689010159504,1.6987371292982425,1.0694444444444444,2,6,4770.55,45229.0,1,2,3,0,2012,0.34307977736549167,0
101363,23,1.2777777777777777,5,1.7758363582385148,40553.0,2252.9444444444443,1378,76.55555555555556,40553.0,2252.9444444444443,8,18,0.4444444444444444,12.766402391905956,22913.106914614003,8,8,20,0.4,40553.0,1378,39175.0,0.03398022341133825,0.041881638846737484,0.007901415435399232,0.33513061474165157,1,0.8333333333333333,0.5,1.3333333333333333,1.3897849760127508,3,0,-0.17618921236618906,1.7753764692548237,1.7777777777777777,2,6,12898.59,59310.0,3,1,0,0,2016,0.8612615955473099,0
101487,36,2.0,6,1.4950900031928038,44807.0,2489.277777777778,2912,161.77777777777777,44807.0,2489.277777777778,15,18,0.8333333333333334,9.563642602358094,11847.490670058442,4,7,17,0.23529411764705882,44807.0,2912,41895.0,0.06498984533666614,0.10524614887428634,0.04025630353762019,0.34699861109431845,3,-1.9999999999999998,3.1666666666666665,1.1666666666666667,0.7475450015964019,8,1,0.5434778816451319,1.506969671996696,0.8472222222222222,2,5,14024.36,91817.0,8,1,0,1,2012,0.8842300556586271,0
101515,20,1.1111111111111112,5,1.5296631266542813,34116.0,1895.3333333333333,2043,113.5,34116.0,1895.3333333333333,8,18,0.4444444444444444,4.788725078298067,6684.919104728439,3,3,9,0.3333333333333333,34116.0,2043,32073.0,0.05988392543088287,0.15587986463620981,0.09599593920532695,0.2667448310112706,2,-1.3333333333333333,1.8333333333333333,0.5,1.3766968139888531,4,2,-0.35085466787937286,1.5423768580836348,1.0,2,4,7737.27,68711.0,3,1,0,1,2014,0.6473469387755102,0
101540,19,1.0555555555555556,6,1.6617574758359694,36404.0,2022.4444444444443,931,51.72222222222222,36404.0,2022.4444444444443,8,18,0.4444444444444444,8.600423548958966,17647.518295554997,4,8,13,0.3076923076923077,36404.0,931,35473.0,0.0255741127348643,0.058823529411764705,0.0332494166769004,0.3059542922696428,1,0.33333333333333326,1.0,1.3333333333333333,1.574296556055129,3,0,-0.3984114345884113,1.6574155382745503,0.9444444444444444,2,6,2688.88,69020.0,6,2,0,0,2017,0.10552875695732838,0
101544,30,1.6666666666666667,6,1.7822655773580136,48614.0,2700.777777777778,0,0.0,48614.0,2700.777777777778,11,18,0.6111111111111112,13.978208786811134,22840.591993479742,9,13,20,0.45,48614.0,0,48614.0,0.0,0.0,0.0,0.43089305909337633,2,0.4999999999999998,1.6666666666666667,2.1666666666666665,1.0693593464148081,4,0,0.20470088767618277,1.7741795451691458,1.611111111111111,2,6,24249.34,56531.0,8,1,0,0,2014,0.9647124304267162,0
101547,6,0.3333333333333333,2,0.6859943405700354,10342.0,574.5555555555555,0,0.0,10342.0,574.5555555555555,4,18,0.2222222222222222,3.9163982569154983,6785.8882152330425,1,6,6,0.16666666666666666,10342.0,0,10342.0,0.0,0.0,0.0,0.09040622840374303,1,1.0,0.0,1.0,2.0579830217101063,4,2,-1.1206336568106334,0.6586457744820521,0.6666666666666666,2,4,5619.69,73544.0,6,1,1,0,2017,0.48222634508348794,0
101581,23,1.2777777777777777,5,1.5645166724265531,31191.0,1732.8333333333333,1104,61.333333333333336,31191.0,1732.8333333333333,10,18,0.5555555555555556,8.678348211219603,12454.064481627738,1,5,17,0.058823529411764705,31191.0,1104,30087.0,0.03539482543041262,0.07849781166172526,0.04310298623131264,0.2566501952946349,1,-0.16666666666666663,1.0,0.8333333333333334,1.2244043523338244,2,1,-0.17618921236618906,1.5731595058585581,1.5555555555555556,2,5,4595.46,87781.0,6,1,0,1,2012,0.3169944341372913,0
101594,30,1.6666666666666667,4,1.4950900031928038,37256.0,2069.777777777778,752,41.77777777777778,37256.0,2069.777777777778,11,18,0.6111111111111112,15.631465359801496,21194.70305356732,7,14,25,0.28,37256.0,752,36504.0,0.020184668241357097,0.01980145458406328,-0.0003832136572938169,0.316633643846071,1,1.5,0.8333333333333334,2.3333333333333335,0.8970540019156823,4,0,0.21269967652269983,1.4827407523218628,1.0972222222222223,2,6,5205.75,239867.0,6,0,2,1,2015,0.4142857142857143,0
101663,29,1.6111111111111112,5,1.7197431028701007,47070.0,2615.0,961,53.388888888888886,47070.0,2615.0,11,18,0.6111111111111112,12.375175092095711,19914.18050155325,3,6,23,0.13043478260869565,47070.0,961,46109.0,0.020416401104737626,0.0,-0.020416401104737626,0.4002650366291871,3,0.0,1.0,1.0,1.0674267535055797,5,0,0.1545889927562431,1.7273938863001066,1.5833333333333333,2,6,5129.74,94946.0,6,1,0,1,2016,0.4034508348794063,0
101664,22,1.2222222222222223,5,1.628985810632441,27697.0,1538.7222222222222,0,0.0,27697.0,1538.7222222222222,10,18,0.5555555555555556,11.765162948033716,13436.150471942707,5,11,18,0.2777777777777778,27697.0,0,27697.0,0.0,0.0,0.0,0.24480497805410323,3,1.1666666666666665,0.6666666666666666,1.8333333333333333,1.3328065723356335,4,0,-0.2342998961326458,1.6213796906269904,1.5833333333333333,2,6,9002.41,87654.0,5,1,0,1,2013,0.7527643784786642,0
101709,36,2.0,5,1.4142135623730951,55430.0,3079.4444444444443,456,25.333333333333332,55430.0,3079.4444444444443,15,18,0.8333333333333334,14.864336188653281,21423.018575203092,6,10,27,0.2222222222222222,55430.0,456,54974.0,0.0082265920981418,0.0,-0.0082265920981418,0.48346453991015803,3,0.16666666666666674,1.5,1.6666666666666667,0.7071067811865476,11,0,0.543477881645132,1.4194226214966326,1.25,2,6,8396.61,66733.0,3,2,0,0,2015,0.7056400742115028,0
101876,12,0.6666666666666666,5,1.3719886811400708,18264.0,1014.6666666666666,1187,65.94444444444444,18264.0,1014.6666666666666,5,18,0.2777777777777778,8.957040001913587,13114.867946642853,6,7,12,0.5,18264.0,1187,17077.0,0.06499123959702147,0.11896171577470435,0.053970476177682886,0.140554399821931,3,1.1666666666666667,0.0,1.1666666666666667,2.0579830217101063,3,0,-0.7898554516882013,1.3646521018812259,1.1666666666666667,2,6,4949.53,73544.0,8,2,1,1,2017,0.37376623376623375,1
101895,20,1.1111111111111112,6,1.7452081921613043,37544.0,2085.777777777778,0,0.0,37544.0,2085.777777777778,9,18,0.5,3.4100687286260616,6485.838492256334,0,1,8,0.0,37544.0,0,37544.0,0.0,0.0,0.0,0.3324088091003203,2,-1.8333333333333333,2.0,0.16666666666666666,1.5706873729451738,5,5,-0.35085466787937286,1.762144463886712,0.8888888888888888,1,1,24543.2,81883.0,6,2,0,0,2013,0.9655658627087198,0
101902,31,1.7222222222222223,5,1.4061024795535124,43211.0,2400.6111111111113,366,20.333333333333332,43211.0,2400.6111111111113,13,18,0.7222222222222222,14.424319942526655,19327.64193148627,7,13,24,0.2916666666666667,43211.0,366,42845.0,0.008470065492582907,0.01838918755966437,0.009919122067081464,0.37635417761609513,3,0.9999999999999998,1.1666666666666667,2.1666666666666665,0.8164466010310717,6,0,0.26570010386735426,1.3997746765201815,0.8333333333333334,2,6,6265.34,73544.0,6,1,1,0,2017,0.5374768089053803,0
101945,28,1.5555555555555556,5,1.5801050680710418,52750.0,2930.5555555555557,678,37.666666666666664,52750.0,2930.5555555555557,11,18,0.6111111111111112,10.668258965227555,22043.37467059945,6,9,16,0.375,52750.0,678,52072.0,0.01285308056872038,0.03703096837620842,0.024177887807488044,0.45572343792703657,1,-0.5,2.0,1.5,1.0157818294742411,2,0,0.10158856541158873,1.5816093391378416,1.222222222222222,2,6,4202.66,86098.0,5,1,0,1,2013,0.2723191094619666,0
102168,10,0.5555555555555556,6,1.5424282697487948,17314.0,961.8888888888889,0,0.0,17314.0,961.8888888888889,3,18,0.16666666666666666,9.298350824587706,16571.92503748126,9,10,10,0.9,17314.0,0,17314.0,0.0,0.0,0.0,0.15243262325031814,2,1.6666666666666667,0.0,1.6666666666666667,2.7763708855478306,2,0,-0.9064102234349283,1.5208646869484728,1.25,2,6,7166.34,75265.0,6,0,0,0,2018,0.5948794063079778,0
102184,28,1.5555555555555556,6,1.6528841894672628,40522.0,2251.222222222222,0,0.0,40522.0,2251.222222222222,12,18,0.6666666666666666,8.765863425809426,8502.522711951398,1,5,17,0.058823529411764705,40522.0,0,40522.0,0.0,0.0,0.0,0.35890258475337544,1,-0.9999999999999999,1.8333333333333333,0.8333333333333334,1.0625684075146689,4,2,0.1015885654115887,1.6658684384636213,1.152777777777778,2,4,4923.18,76887.0,0,1,0,1,2016,0.3693506493506494,0
102207,23,1.2777777777777777,5,1.7423971167384031,34413.0,1911.8333333333333,0,0.0,34413.0,1911.8333333333333,9,18,0.5,10.356873789825736,18070.121809540575,9,9,13,0.6923076923076923,34413.0,0,34413.0,0.0,0.0,0.0,0.30455386901646675,2,-0.16666666666666674,1.6666666666666667,1.5,1.3636151348387504,4,0,-0.18418800121270612,1.739006566388071,1.2916666666666667,2,6,6960.92,86413.0,8,0,0,1,2012,0.5820779220779221,0
102299,34,1.8888888888888888,6,2.1662895599426086,44886.0,2493.6666666666665,0,0.0,44886.0,2493.6666666666665,12,18,0.6666666666666666,13.891277607920191,20606.50845437661,9,12,20,0.45,44886.0,0,44886.0,0.0,0.0,0.0,0.397726908779545,1,-0.3333333333333335,2.3333333333333335,2.0,1.1468591787931457,6,0,0.43492189874492204,2.165174975441259,1.7222222222222223,2,6,2089.34,73544.0,2,2,1,0,2015,0.002523191094619666,0
102311,44,2.4444444444444446,6,1.8541597818775017,70821.0,3934.5,1020,56.666666666666664,70821.0,3934.5,13,18,0.7222222222222222,16.820556433143125,25044.41661827493,6,14,30,0.2,70821.0,1020,69801.0,0.014402507730757826,0.0551381155738148,0.04073560784305698,0.6104625237560882,1,0.0,2.3333333333333335,2.3333333333333335,0.7585199107680688,7,0,0.9904774543004776,1.8563025593414055,1.4166666666666667,2,6,7507.46,76485.0,6,2,0,0,2016,0.6264192949907236,0
102376,24,4.8,20,8.67179335547152,36282.0,7256.4,0,0.0,24188.0,4837.6,2,5,0.4,23.47826086956522,23800.347826086956,24,24,24,1.0,36282.0,0,36282.0,0.0,0.0,0.0,0.32118142667112093,3,0.0,4.8,4.8,1.8066236157232334,2,0,3.303994633164603,8.67179335547152,6.08,2,6,12765.78,73544.0,6,2,1,1,2018,0.8586270871985158,0
102464,11,0.6111111111111112,3,0.9164438231805327,11880.0,660.0,761,42.27777777777778,11880.0,660.0,7,18,0.3888888888888889,4.477866960625581,5806.413448620345,3,5,7,0.42857142857142855,11880.0,761,11119.0,0.06405723905723906,0.0,-0.06405723905723906,0.09108483436810631,1,0.16666666666666674,0.6666666666666666,0.8333333333333334,1.4996353470226897,3,2,-0.8428558790328557,0.9103033882415874,0.7777777777777778,2,4,2725.68,60563.0,8,1,0,1,2016,0.114582560296846,0
102726,11,0.6111111111111112,4,1.3345582608616184,14696.0,816.4444444444445,903,50.166666666666664,14696.0,816.4444444444445,4,18,0.2222222222222222,7.807186234817813,11396.452429149796,6,7,11,0.5454545454545454,14696.0,903,13793.0,0.061445291235710395,0.03382753919563736,-0.027617752040073038,0.11366652904144545,2,1.1666666666666667,0.0,1.1666666666666667,2.183822608682648,1,0,-0.8508546678793728,1.3224588805868582,1.222222222222222,2,6,8044.87,84147.0,9,1,0,1,2017,0.6750278293135435,0
102730,8,0.4444444444444444,4,1.0966377611066322,13340.0,741.1111111111111,0,0.0,13340.0,741.1111111111111,3,18,0.16666666666666666,7.118440779610195,12515.076461769117,6,8,8,0.75,13340.0,0,13340.0,0.0,0.0,0.0,0.11707793404775224,1,1.3333333333333333,0.0,1.3333333333333333,2.467434962489923,2,0,-1.0095225456995225,1.0738072088178598,1.0,2,6,2453.57,80919.0,3,2,3,1,2017,0.04371057513914657,0
102788,21,4.2,16,6.942621983083913,55317.0,11063.4,0,0.0,36878.0,7375.6,2,5,0.4,17.361319340329835,30407.256371814095,16,21,21,0.7619047619047619,55317.0,0,55317.0,0.0,0.0,0.0,0.49052629556161975,2,0.0,4.2,4.2,1.6530052340675983,1,1,2.68039179312136,6.942621983083913,5.04,2,5,11124.21,31170.0,8,2,0,1,2018,0.8292022263450834,0
102851,34,1.8888888888888888,4,1.49071198499986,49405.0,2744.722222222222,1247,69.27777777777777,49405.0,2744.722222222222,14,18,0.7777777777777778,15.868198171859538,24496.298528780357,8,14,25,0.32,49405.0,1247,48158.0,0.025240360287420303,0.01771135400401517,-0.007529006283405134,0.4160627544321286,1,0.8333333333333335,1.5,2.3333333333333335,0.7892004626469847,8,0,0.43492189874492204,1.482641804852364,1.25,2,6,19435.63,60216.0,1,2,0,0,2014,0.93569573283859,0
102877,37,2.0555555555555554,6,1.95454890906022,63428.0,3523.777777777778,908,50.44444444444444,63428.0,3523.777777777778,12,18,0.6666666666666666,13.011583223253362,20918.935369440187,8,9,20,0.4,63428.0,908,62520.0,0.014315444283281832,0.027973806344967895,0.013658362061686063,0.5466683250042284,2,-1.3333333333333335,2.8333333333333335,1.5,0.9508616314347017,7,0,0.5935897765650716,1.9636516488833877,1.5,2,6,2863.04,73544.0,6,1,1,0,2014,0.14333951762523192,0
102982,12,0.6666666666666666,5,1.4142135623730951,22077.0,1226.5,0,0.0,22077.0,1226.5,4,18,0.2222222222222222,6.266102797657775,9484.59336369551,3,5,10,0.3,22077.0,0,22077.0,0.0,0.0,0.0,0.1948066505960206,3,0.5,0.3333333333333333,0.8333333333333334,2.121320343559643,1,0,-0.7898554516882013,1.4120402551492557,1.25,2,6,5235.57,84442.0,1,1,0,1,2016,0.42,0
103151,22,1.2222222222222223,4,1.262842524557225,32962.0,1831.2222222222222,407,22.61111111111111,32962.0,1831.2222222222222,11,18,0.6111111111111112,6.761334467788756,9476.193068532706,0,4,14,0.0,32962.0,407,32555.0,0.012347551726230204,0.0,-0.012347551726230204,0.2844677794840828,3,-0.6666666666666666,1.3333333333333333,0.6666666666666666,1.0332347928195476,8,4,-0.23429989613264576,1.2723293584443867,1.027777777777778,1,2,32613.69,64962.0,1,1,0,0,2013,0.9854545454545455,0
103217,24,1.3333333333333333,4,1.6803361008336117,33375.0,1854.1666666666667,0,0.0,33375.0,1854.1666666666667,8,18,0.4444444444444444,10.92263948636438,13339.569751285899,4,10,18,0.2222222222222222,33375.0,0,33375.0,0.0,0.0,0.0,0.29531930248595256,1,0.6666666666666667,1.0,1.6666666666666667,1.260252075625209,1,1,-0.1206336568106335,1.6750889976955594,1.5833333333333333,2,5,6439.33,73544.0,8,2,1,1,2013,0.5492022263450835,0
