loyalty_number,total_flights_sum,total_flights_mean,total_flights_max,total_flights_std,points_accumulated_sum,points_accumulated_mean,points_redeemed_sum,points_redeemed_mean,distance_sum,distance_mean,months_with_flights,tenure_months,activity_rate,hyperbolic_flight_score,hyperbolic_distance_score,flights_last_3m,flights_last_6m,flights_last_12m,recency_ratio,total_pts_accumulated,total_pts_redeemed,net_unredeemed_points,redemption_ratio,recent_redemption_ratio,redemption_trend,loss_aversion_score,tier_rank,flight_trajectory,flights_first_6m_avg,flights_last_6m_avg,flight_cv,longest_active_streak,months_since_last_flight,mean_fe_deviation,std_fe_deviation,seasonal_volatility,last_flight_quarter,last_flight_month_of_year,clv,salary,province,marital_status,education,gender,enrollment_year,clv_percentile
100550,-0.11679143,-0.10824653,0.022129893,-0.22027932,-0.18192841,-0.102015555,0.18500125,0.091575466,-0.19340941,-0.04331281,0.08272133,0.0,-0.14122099,-0.29070047,-0.2164988,-0.33766124,-0.07625815,-0.012334561,-0.70860994,-0.029246997,0.0022728168,-0.12772912,-0.0572895,0.048552223,-0.12548938,-0.05503238,-0.030553397,-0.028630225,-0.103736915,-0.08790759,-0.55322814,0.008646864,-0.84871364,-0.04943079,-0.1695708,0.04402192,-0.0013811261,-0.057444274,-0.1245721,-0.6279429,-0.04034599,-0.032058578,0.033111207,-0.037208304,-0.07509635,-0.017259875
100585,0.01775773,0.001153334,0.0026762795,-0.069409944,-0.11939591,-0.22387914,0.055304937,-0.40928414,-0.033774294,0.07914077,-0.025131945,0.0,0.021813978,-0.05192327,-0.2662509,-0.284772,-0.16635239,-0.050032184,-0.49503464,-0.027356366,0.029266926,0.07553334,-0.012037678,-0.5401832,-0.13179384,-0.06536523,-0.043861795,-0.09539611,-0.02983043,-0.092400335,-0.5192288,0.08563366,-0.4901419,0.16531712,-0.17299128,-0.30924228,-0.0013109808,-0.019903755,-0.26963153,0.017356912,-0.061215382,-0.10317474,0.036835864,0.010903817,0.05584238,-0.123477705
100590,-0.09432041,-0.16229327,-0.13300824,-0.06229363,-0.013671156,-0.41548696,-0.088792086,0.09490054,-0.013418139,0.10180342,-0.12552513,0.0,-0.34915328,-0.53401613,-0.27817833,-0.54171324,-0.06754066,-0.15085441,-1.366669,-0.047479868,-0.036809362,0.03107929,-0.041193634,0.056370515,0.028829345,-0.0153168095,-0.052879997,-0.14330092,-0.35251743,-0.08748505,0.065779455,-0.16135198,-0.9060317,0.13819829,0.08499602,0.16261718,-0.0066050645,-0.046859786,-0.21146165,0.111753196,-0.31049678,-0.027122773,0.08775864,-0.0002523338,-0.15065661,-0.05005432
100642,-0.015478633,0.010809927,0.007436656,0.004555938,-0.12986878,-0.14099169,0.08325181,0.106789626,-0.0126493145,-0.019429132,-0.014819749,0.0,-0.040888656,0.055997234,-0.04726428,-0.278858,-0.19501233,0.009049173,-0.5993726,-0.020904712,0.010049048,-0.07009877,-0.13018878,0.025569178,-0.09207625,-0.07582856,-0.021922339,-0.115258746,-0.2734023,-0.06489826,-0.61453867,-0.08901992,-0.89655304,-0.08933453,-0.12818411,-0.13342732,-0.00093505986,-0.04423242,-0.102000654,-0.63317627,0.014934469,-0.04717059,0.012723535,-0.043530058,-0.8744246,-0.012809125
100644,-0.016198242,0.038503278,-0.14340562,0.0009039983,-0.084869556,-0.2253518,-0.299253,-0.2074072,-0.12076271,-0.043843243,-0.11459464,0.0,-0.13144043,-0.3522583,0.038563784,-0.26048344,-0.20386364,-0.12420062,-0.601146,-0.013360703,-0.024746517,-0.020518444,-0.07239365,-0.019904356,-0.50114733,-0.17087859,-0.035667982,-0.16992326,-0.24147063,-0.020214003,0.17683503,-0.19665134,-0.66295713,-0.15170911,-0.06402297,-0.089270234,-0.00042031828,-0.008264789,0.08704443,0.030549392,-0.05021435,0.016293352,-0.5581938,-0.04079329,-0.13571253,0.0066909594
100646,-0.12103071,0.03509991,-0.17682359,-0.04490303,0.008492083,0.012105585,-0.09485162,0.10294126,-0.053885832,-0.05463075,-0.15929145,0.0,-0.12458251,-0.2484256,-0.41868007,-0.42392343,-0.0349792,-0.06501604,-0.7603612,-0.011821237,-0.07732127,-0.0019096108,-0.04365064,0.06555561,0.08985157,0.0007310433,-0.002346354,-0.20758474,-0.17608315,-0.10184609,0.14030087,-0.15651777,-0.9990779,-0.092521645,-0.15614778,-0.099802546,-0.00019639217,-0.03950214,-0.3532853,-0.6892646,-0.22407828,-0.05536154,-0.0089716185,-0.050208304,-0.10259312,-0.21338706
100727,0.3000711,-0.014708247,-0.17436975,-0.23538837,-0.31098995,-0.25100064,0.084306404,-0.3093945,0.06287591,-0.048877846,-0.1541545,0.0,-0.14516254,-0.45108822,0.037482202,-0.5278645,-0.1257791,-0.0084223915,-0.33589247,-0.059512343,0.056976113,0.19716446,-0.07375791,-0.13456368,-0.8569416,-0.086039715,-0.065463394,-0.19041082,-0.10956511,-0.25520694,-0.33763278,0.025828557,-0.718016,0.13178922,-0.22626764,-0.080028385,-0.0001428377,-0.05484407,-0.0030666885,-0.9324062,-0.037967958,-0.066446476,-0.61783445,0.0114921415,-0.07534234,0.028117606
100737,-0.050149787,-0.116930485,0.015339187,0.06738983,-0.1711842,-0.26845637,-0.07492812,-0.20062208,-0.05196597,-0.025176154,-0.13289161,0.0,-0.16155742,-0.23271152,-0.18266587,-0.30171502,-0.022475906,0.08061263,-0.2299825,-0.020655503,0.010505354,-0.10884756,-0.101202235,-0.28638732,0.09432185,-0.0271566,-0.0466624,-0.032340694,-0.25769842,-0.054341387,-0.4179364,-0.041749302,-0.6431945,0.011137721,0.015971359,-0.2404928,-0.00212497,-0.03990951,-0.37442872,-0.06431007,-0.16118214,0.045574564,-0.021312512,-0.037719924,-0.0924756,-0.050960314
100753,0.08268517,-0.033702873,-0.1718744,-0.24955176,-0.36259994,-0.42426032,-0.28508934,0.07628735,0.035302475,-0.032630846,0.13053526,0.0,-0.029808782,0.15435307,-0.18689153,-0.4291772,-0.056754876,0.07152638,-0.7447489,-0.13634631,-0.10271279,0.032766014,-0.09622429,0.036048226,0.18993685,-0.29398927,-0.045146093,-0.20963813,-0.13989787,-0.11090824,-1.0105139,-0.0201982,-1.0132499,-0.13023412,-0.29586878,-0.0073066466,-0.007039493,-0.04817514,-0.14413011,-0.3793179,-0.1174067,-0.064074904,0.024564197,-0.0006627328,-0.020856565,-0.0894476
100816,-0.113466166,-0.03930375,0.032168355,-0.124771334,-0.115299016,0.114992835,0.0116840135,0.040699333,0.0069300765,-0.041358903,-0.11477037,0.0,-0.12220076,-0.3297193,0.10447707,0.31992164,-0.19922905,-0.22089458,0.5600125,-0.022820795,-0.030827722,0.030317087,-0.10656833,0.03764268,0.08169214,0.0704417,-0.15274836,-0.18193549,-0.26647162,-0.01865223,-0.2886527,-0.09155268,-0.37549254,-0.22325216,-0.27871025,-0.4396264,-0.00048956036,-0.04208257,-0.14224918,-0.08208277,-0.079382576,0.003009944,-0.5000898,-0.036611427,-0.23190625,-0.03269659
100853,0.02540673,0.062496096,-0.15511028,-0.1828058,-0.054609306,0.036340714,-0.101702854,-0.094196714,-0.13762893,-0.11440949,-0.12597775,0.0,-0.16600865,-0.07286628,0.3974381,-0.25099957,-0.14914808,-0.1343366,-0.25857797,-0.00791932,0.00019226345,-0.035799496,-0.09526805,0.02729239,-0.28953633,-0.02331752,-0.100827165,-0.19956419,0.08320037,-0.04010721,-0.12385632,-0.06668358,-0.5662104,0.046340603,-0.14105067,-0.28637826,-0.0019557609,-0.0028756089,-0.07381524,-0.20180319,-0.047939133,-0.014508956,-0.08537336,-0.0019832102,0.016500266,0.030814387
100883,-0.06282386,-0.04684584,0.01754011,-0.11169579,-0.07291435,-0.16798556,-0.14718634,0.011221787,-0.15115859,-0.04199812,-0.15418172,0.0,-0.16426936,-0.36063522,-0.13437301,-0.25978532,-0.11601023,-0.073995285,-0.37975505,-0.010733222,-0.09434654,-0.015015664,-0.13386375,0.039749753,0.13528271,-0.07483137,-0.03558852,-0.011079266,-0.17383993,-0.025064237,0.16135947,-0.14801145,-0.85334057,-0.15624833,-0.11463651,0.08735945,-0.0012521792,-0.039671317,-0.042255543,-0.07473005,-0.11731043,0.102407984,0.02456683,-0.07193952,-0.033431605,0.01833372
100890,-0.13808292,0.015113098,0.022633707,-0.095494896,-0.08046074,0.11652734,-0.11741433,-0.012780198,-0.1285546,-0.073409796,-0.11272529,0.0,-0.16042882,-0.15857363,0.25083706,-0.17284621,-0.16625944,-0.113731675,-0.24243419,-0.0005123947,-0.00435859,0.0106932,-0.11198754,0.04568516,-0.19771594,0.10478428,0.0158675,-0.16052875,-0.46028373,-0.044684518,-0.0014818639,-0.07782438,0.007329058,-0.062417332,-0.18524271,-0.19932953,-0.001244388,0.045016855,-0.15768123,-0.14997311,-0.042297333,0.022229362,0.018911313,-0.042806577,-0.2401744,-0.05259538
101018,-0.08772065,-0.057797674,0.024312573,-0.10420575,-0.1872977,-0.308373,-0.0024175919,0.05117253,0.020575859,-0.01664039,0.0012019338,0.0,-0.11440812,-0.25063804,-0.79916024,-0.5546162,-0.08677176,-0.1172049,-0.29102173,-0.09546465,0.023962537,0.18736817,-0.1569721,-0.3478738,-0.6397467,-0.3695818,-0.07206744,-0.052091803,-0.12203888,-0.0465656,-0.3512474,0.014454997,-0.83535224,0.035194635,-0.13117148,0.010131014,-0.000834894,-0.042795338,0.029460238,-0.3892123,-0.03397045,-0.048529956,0.018546252,-0.030939747,-0.056860115,-0.015521035
101148,0.02543133,0.028202245,0.0122039,-0.40761432,-0.071271054,-0.098214924,-0.13535161,-0.014651909,0.0056130523,-0.02735354,-0.066819616,0.0,-0.13512686,-0.10328688,-0.1075464,-0.23707208,-0.2767546,-0.13492735,-0.4771662,-0.0069089634,-0.019804962,0.0014225126,-0.089828834,-0.4560102,-0.356688,-0.009017938,-0.041366987,-0.2912191,-0.08776734,0.0043635126,-0.22468631,0.0016953292,-0.96034294,-0.121537104,-0.17067558,-0.041733067,0.00011862675,-0.07596168,-0.1223286,0.36093506,-0.025735822,0.024289038,-0.42825958,-0.034038484,-0.6102794,-0.03690232
101363,0.0052071633,0.059915658,0.000933753,0.064434424,-0.17626399,-0.42873085,0.072426155,-0.40712503,-0.11659416,0.012550982,-0.14859563,0.0,-0.18489191,-0.1647194,-0.06267205,-0.41764358,-0.14736001,0.0157429,-0.3003871,-0.04979898,0.08741096,-0.071740255,-0.09847083,-0.46675307,-0.056055848,0.113508105,-0.090384655,-0.020781763,-0.18903828,-0.029058646,-0.019872148,-0.03469818,-0.72809744,-0.1562753,-0.067123555,-0.21947819,-0.0010184974,-0.03678823,-0.22936119,-0.21680097,-0.09146021,-0.060497005,0.028023483,-0.015882442,0.028197875,-0.07895214
101487,-0.07769499,-0.11203483,-0.14806147,-0.09945584,-0.09411004,-0.19820009,0.32948518,-0.28896934,-0.10641314,0.13843368,0.3125033,0.0,-0.18650046,0.07807899,-0.18878068,-0.30479237,-0.18817966,-0.11105365,-0.40963995,0.0059874356,-0.021711342,-0.10901716,0.059938982,-0.18623614,-0.36313087,-0.18272825,0.004328837,-0.10668407,-0.26725206,-0.01966225,-0.86023337,0.065830626,-0.44111282,-0.12983677,-0.11530428,-0.52560896,-0.009759466,-0.017836817,-0.5594038,0.08436756,-0.1766123,-0.011816597,0.040640887,0.015739247,-0.6480469,-0.110394835
101515,-0.11408224,0.0025621245,0.007987611,-0.054087322,-0.04087129,-0.069485195,0.075886875,-0.20878863,-0.17674588,-0.09888491,-0.1467344,0.0,-0.119892314,-0.17494735,0.116991006,-0.13155356,-0.15831698,-0.09548668,-0.0035749152,-0.009747097,-0.039274096,-0.0259877,0.14284185,-0.41747695,-0.8367798,0.022924053,-0.027567303,-0.034292545,-0.20734806,0.054397367,-0.17759527,-0.08686767,0.10388702,-0.14749525,-0.08858237,0.05087109,0.008757354,-0.019859433,-0.052266825,-0.25286826,0.026453035,-0.019199274,0.014133762,0.015702263,-0.18452315,-0.010847284
101540,-0.11664767,-0.03832812,-0.2757644,-0.108090244,-0.093902044,-0.13718432,-0.16079716,-0.2563668,-0.16990916,-0.04957745,-0.13323282,0.0,-0.21006784,-0.085967585,-0.11389897,-0.2798199,-0.12255211,-0.09535902,-0.3160547,-0.012720722,0.013957623,-0.02439956,-0.0498486,-0.11805545,-0.397825,0.054104514,-0.04167135,-0.02676293,-0.21549186,-0.028613845,0.09571658,-0.059943274,-0.8967258,-0.17422731,-0.14936778,-0.19988705,0.0013143228,-0.03220789,-0.40920648,0.039689794,-0.018838186,0.053409785,0.010934354,-0.04096652,-0.06839064,-0.06420336
101544,-0.1539239,-0.06609083,-0.15746471,0.06406732,-0.1721618,-0.30284253,-0.30016655,0.006221499,-0.03753702,0.09880923,-0.059709292,0.0,-0.025874505,-0.33668792,0.05460483,-0.20680992,-0.13335033,-0.082323745,-0.17867897,-0.05994541,-0.077149145,0.035478797,-0.062785655,0.022548493,0.08998613,-0.48438162,-0.14030118,-0.061592646,-0.029560067,-0.09491365,-0.63502675,0.09514136,-0.783258,-0.009570875,-0.011450128,-0.17684078,0.0012514094,-0.051473524,-0.2754119,-0.29389486,-0.122793496,-0.06330863,0.031644896,-0.027056016,-0.08216567,-0.20312746
101547,-0.22427209,0.035137832,0.07079793,-0.27977568,-0.2677479,-0.04871369,-0.08710338,-0.007374676,-0.07392432,-0.011577367,0.029624643,0.0,0.5311276,-0.04969243,-0.031626876,-0.19694975,-0.18850331,-0.18668838,-0.4489368,-0.037875284,-0.012573742,-0.08338097,-0.13504407,0.018347597,0.07209813,0.048671935,-0.13021383,-0.075210735,0.58325547,-0.08782397,0.2988896,-0.16713956,0.023703076,0.116483435,-0.20616546,-0.2014606,-0.004837619,0.0739338,-0.4411789,-0.049658798,-0.05439056,-0.028113216,0.03870579,-0.16176932,0.09714807,-0.14810814
101581,0.019689985,0.036912292,-0.0066030133,-0.12964974,0.008917417,0.07872193,-0.037301604,-0.05847347,-0.053075485,-0.05691426,-0.16218254,0.0,-0.10927788,-0.061589208,-0.12745014,-0.21293855,-0.08810907,-0.012356363,-0.32103598,-0.00451607,0.017859044,0.04444012,-0.04933967,-0.44335955,-0.63551,0.03338031,-0.034277238,-0.08448946,-0.24644119,-0.007818503,-0.2620703,-0.33793452,-0.7037673,-0.10924686,-0.07554588,-0.14010018,-0.0005518857,-0.0012133715,0.13565859,-0.041563414,-0.005956606,-0.048753634,0.0068879854,0.013790054,-0.5322557,0.04436671
101594,0.037480153,0.0015206942,0.009475658,-0.13646074,-0.06605767,-0.13307825,0.021331608,-0.033583768,-0.17895512,-0.040510967,-0.044159565,0.0,0.017429674,-0.36535802,-0.4731345,-0.517301,-0.084617436,0.24313883,-0.6960861,-0.04671355,0.0149714,-0.08303449,-0.0011894727,-0.03436611,0.12655684,-0.10028731,0.00995142,-0.08414353,-0.0979887,-0.1369355,-0.16407745,0.08337647,-0.7383322,0.12952219,-0.22878924,-0.2842438,-0.007621157,-0.029770505,-0.08871103,-0.6712905,-0.118999206,-0.08897177,-0.0059981523,0.015138585,-0.0019725547,-0.008960657
101663,0.07303585,0.0101801045,0.01700634,-0.13099562,-0.0065504964,-0.17335516,-0.04954813,-0.17547683,-0.04782419,0.093805715,-0.0364977,0.0,0.024598945,-0.09445604,-0.1962191,-0.3389115,-0.032130975,-0.057385746,-0.64903015,0.036263753,0.00731561,0.1273137,-0.054788254,0.011634903,-0.5266345,-0.0017875498,-0.14460213,-0.032532685,-0.09254514,-0.036681265,-0.5439585,0.03455007,-0.87709296,0.14243746,-0.21402319,0.05662415,-0.0078178765,-0.034551673,-0.054201793,-0.06691436,-0.025174176,-0.0908041,0.014034944,0.020103855,0.005555533,-0.05241334
101664,-0.11642485,-0.008726248,-7.316531e-05,0.013186956,-0.018209126,0.100569025,-0.1717641,0.0318303,0.06079426,-0.054857586,-0.15292941,0.0,-0.13119243,-0.06556336,-0.22319427,-0.29351777,-0.06143274,-0.032585982,-0.7702973,0.007233453,-0.070920154,0.047743134,-0.108178176,0.0421974,0.11006272,0.15552728,-0.12827694,-0.22960958,-0.33590648,-0.124995634,-0.2542347,0.015736634,-0.88147503,-0.14769278,-0.088122375,0.043792274,-0.00096820213,-0.08411113,-0.1535058,-0.3290048,-0.1381473,-0.052119564,0.022747848,0.013677968,-0.098208964,-0.016222281
101709,-0.018039022,-0.11497736,0.040921357,-0.08375401,-0.09519818,-0.22917101,-0.0032135036,-0.0077434187,0.15388177,0.036969807,0.3579206,0.0,-0.31663817,-0.28478444,-0.3805014,-0.31530532,0.012133615,0.24146965,-0.6308126,-0.041694224,0.014577865,0.23467332,-0.06514005,0.04378741,0.028065076,-0.20847914,-0.045526672,-0.019845853,-0.05525187,-0.02066188,-0.84106976,-0.098791994,-0.8645268,-0.03802034,-0.1792702,-0.119895525,-0.0014290794,-0.052004904,-0.21405078,-0.09156349,-0.08838396,0.045325194,0.024569627,-0.048156627,-0.015135997,0.0032211521
101876,-0.029361418,0.12067305,0.014220432,-0.10602361,-0.040729936,0.06594467,0.15715958,0.16731091,0.05373572,-0.020547694,-0.008261635,0.0,0.39234975,0.29880843,0.021914665,-0.101320244,-0.104250744,0.032039076,-0.13539931,-0.0053824396,0.04592406,-0.024589691,0.40334833,0.12585483,-0.4473386,0.22276594,0.103038155,-0.0742309,0.62828964,-0.021979885,0.2811982,-0.056170087,-0.78387207,0.09806785,-0.09240979,0.0980594,-0.000497734,-0.03953983,0.09279601,0.10396233,-0.028728243,0.028544255,0.0373877,0.057762917,0.08421229,0.04627391
101895,-0.06591802,-0.013302173,-0.19480786,-0.08835082,-0.13278373,-0.19210029,-0.06215436,0.03181163,-0.11625224,-0.028942991,-0.17110036,0.0,-0.15880345,-0.116092704,0.0057141706,0.5455743,-0.29979187,-0.20191686,0.8643875,-0.018968863,-0.010023898,-0.06930598,-0.064795025,0.0216222,0.06160684,-0.051552095,0.008861994,-0.1421501,-0.13206138,0.0066807596,-0.14280145,-0.1489049,1.7347718,-0.16242047,-0.014948292,-0.36808643,0.0003432734,0.012041322,-0.28736362,-0.11384095,-0.09056789,0.024164548,0.02499097,-0.037609503,-0.25227362,-0.24191679
101902,0.02724299,-0.052689463,0.04064001,-0.14938849,-0.060953896,-0.172583,-0.21029559,0.072370164,-0.08111878,0.009092537,0.07768442,0.0,-0.34913906,-0.35870838,-0.1615781,-0.54407287,-0.04247097,0.29622313,-0.46498844,-0.0014899708,-0.068484955,-0.19374749,-0.041944243,-0.12706478,-0.09974207,-0.092976645,-0.006291877,-0.1217417,-0.16461436,-0.08560272,-0.719478,-0.045468062,-0.8736101,0.12669565,-0.2226573,-0.7013723,-0.009018752,-0.05043895,-0.26226163,-0.01459699,-0.074508935,-0.03932477,-0.0038513716,-0.04466157,-0.106140256,-0.0758376
101945,-0.113883846,-0.07436028,0.0133907,-0.18549664,-0.14718387,-0.2924367,0.02604029,0.007891719,-0.056776065,0.08689771,-0.044810645,0.0,0.037270725,-0.41867924,-0.14509884,-0.28039086,-0.1695719,-0.047827046,-0.4289481,-0.042092107,0.03983733,-0.17500025,-0.11477692,-0.51348287,-0.45187134,-0.6617289,-0.051124267,-0.06934405,-0.110349804,-0.069841176,-0.5807757,-0.34842077,-0.7605742,-0.0015256263,-0.21281812,-0.20354821,-0.0010622076,-0.052925915,-0.048781943,-0.18921544,-0.17906871,-0.051707767,0.016511034,0.022162182,0.053119104,0.08725092
102168,-0.044034902,0.09541128,-0.2313372,-0.04613469,-0.036762096,0.029412799,-0.043060318,0.084662445,-0.02210309,-0.09379312,0.052258063,0.0,0.44589522,-0.019320775,-0.3473309,-0.25927457,0.0025252055,-0.20360975,-0.90688163,-0.0025518339,-0.022535522,-0.10447434,-0.061496034,0.022380505,0.13706878,-0.05194496,-0.019778382,-0.008243714,0.40959683,-0.035995506,-0.22828577,-0.20241313,-0.8911123,-0.064794526,-0.0672694,-0.24796084,0.002559305,-0.04461714,-0.26744393,-0.06422965,-0.059122216,-0.068652496,-0.039401658,-0.051075347,-0.3390459,-0.1113091
102184,-0.0043051615,-0.041228887,-0.12038442,-0.07327106,-0.13967216,-0.27252182,-0.18807946,0.0054994016,-0.1527161,-0.04322919,-0.14155293,0.0,-0.40909633,0.10819316,-0.11302743,-0.22631045,-0.15068983,-0.04516637,-0.5502473,-0.042537898,-0.04969075,-0.18020211,-0.111812286,0.04757397,0.09060973,-0.1701131,-0.09429846,-0.03654278,-0.11920724,-0.029366557,-0.68708295,0.05203634,-0.012442211,-0.06669821,-0.12816656,-0.28948167,-0.0009626239,0.034360267,-0.01811469,-0.18891197,-0.22428927,-0.049333785,0.005255723,0.015856674,-0.010524395,-0.021165648
