loyalty_number,seasonal_volatility,churned
105063,3.3599999999999994,0
105073,2.4,0
105074,1.0555555555555556,0
105214,1.4444444444444444,0
105335,0.875,0
105552,1.4444444444444444,0
105688,1.111111111111111,0
105712,1.513888888888889,0
105789,1.388888888888889,0
105835,3.8400000000000007,0
105841,5.92,0
105921,2.0833333333333335,0
105932,0.8333333333333334,0
105992,1.75,0
106001,1.0555555555555556,0
106037,1.4166666666666667,0
106038,1.4444444444444444,0
106046,6.32,0
106218,1.3333333333333333,0
106397,1.1388888888888888,0
106444,0.4583333333333333,0
106477,1.1666666666666667,0
106592,1.6666666666666667,0
106637,1.3472222222222223,0
106689,1.3194444444444444,0
106754,1.222222222222222,0
106757,1.2222222222222223,0
106776,1.222222222222222,0
106838,1.4444444444444444,0
106839,1.3333333333333333,0
106936,0.8333333333333334,0
106946,1.361111111111111,0
106978,1.5,0
106979,1.4444444444444444,0
107037,1.375,0
107067,1.222222222222222,0
107119,1.0833333333333333,0
107141,1.5833333333333333,0
107203,2.194444444444444,0
107212,1.25,0
107296,1.0,0
107385,1.4166666666666667,0
107420,1.0,0
107461,0.7777777777777778,0
107466,0.5833333333333334,0
107487,0.625,0
107519,4.720000000000001,0
107571,1.388888888888889,0
107649,1.5833333333333333,0
107719,1.222222222222222,0
107730,1.527777777777778,0
107902,1.0,0
107993,1.222222222222222,0
108264,1.361111111111111,0
108346,0.8888888888888888,0
108367,1.1666666666666667,1
108381,1.1666666666666667,0
108430,0.875,0
108440,1.1111111111111112,0
108462,1.4444444444444444,0
108528,1.3194444444444444,0
108625,1.222222222222222,0
108666,1.0416666666666667,0
108857,1.111111111111111,1
108896,1.0,1
108907,1.4166666666666667,0
109022,1.4444444444444444,0
109023,1.7083333333333333,0
109203,1.4166666666666667,0
109478,1.2916666666666667,0
109495,1.1666666666666667,0
109517,1.4444444444444444,0
109552,0.4861111111111111,0
109612,1.388888888888889,0
109660,1.4305555555555556,0
109767,1.1666666666666667,0
109840,0.9722222222222222,0
109896,1.4444444444444444,0
109903,0.9166666666666666,0
109956,1.4444444444444446,1
110065,8.48,0
110099,1.597222222222222,0
110142,5.92,0
110211,1.6805555555555556,1
110262,4.640000000000001,0
110296,1.1111111111111112,0
110394,1.25,0
110422,0.3055555555555555,0
110476,1.4305555555555556,0
110678,0.8333333333333334,0
110691,1.1666666666666667,0
110752,1.0,0
111022,0.7777777777777778,0
111034,1.6666666666666667,0
111171,1.8333333333333333,0
111176,1.5,0
111255,1.2916666666666667,0
111286,1.0833333333333333,0
111329,1.5,0
111485,1.152777777777778,0
111507,1.0,0
111573,1.7083333333333333,0
111584,1.388888888888889,0
111646,1.3333333333333333,1
111788,1.388888888888889,0
111899,1.111111111111111,1
111912,1.8333333333333333,0
112026,1.7083333333333333,0
112142,1.1666666666666667,1
112226,1.0694444444444444,0
112393,1.9027777777777777,0
112522,2.32,0
112678,1.4444444444444444,0
112709,1.3333333333333333,0
112732,1.1527777777777777,0
112733,1.3333333333333333,0
112842,1.2916666666666667,0
112856,1.5,0
112863,1.0555555555555556,0
113040,1.097222222222222,0
113220,1.625,0
113293,0.15277777777777776,0
113316,1.375,0
113363,0.7777777777777778,0
113476,1.3472222222222223,0
113558,1.5833333333333333,0
113679,1.7083333333333333,0
113694,1.6666666666666667,0
113755,1.4444444444444444,0
113779,1.388888888888889,0
113804,1.0,0
113831,1.6944444444444444,0
113839,1.4444444444444446,0
113861,1.0,0
113864,1.1111111111111112,0
113874,1.7600000000000002,0
113877,2.0555555555555554,0
113904,1.5,0
113919,1.4166666666666667,0
114018,1.6666666666666667,0
114021,1.75,0
114131,5.12,0
114214,1.4444444444444444,1
114219,1.4166666666666667,0
114242,1.6666666666666667,0
114307,1.0833333333333333,0
114414,1.4444444444444444,0
114493,0.9722222222222222,0
114553,1.152777777777778,0
114638,1.5833333333333333,0
114700,0.3055555555555555,0
114743,0.8333333333333334,0
114835,1.1805555555555556,0
114857,1.4583333333333333,0
114903,1.222222222222222,0
114924,1.111111111111111,1
114927,1.6666666666666667,0
114983,1.2777777777777777,0
115322,1.4166666666666667,0
115354,1.5,0
115405,1.5,0
115427,1.1527777777777777,0
115505,6.4,0
115529,1.611111111111111,0
115633,1.3333333333333333,0
115705,0.6111111111111112,0
115805,1.5833333333333333,0
115852,1.5972222222222223,0
116016,1.125,0
116045,1.0,0
116164,0.5555555555555556,0
116207,0.611111111111111,1
116288,1.6666666666666667,0
116332,1.0,0
116372,1.1944444444444444,0
116703,0.7777777777777778,0
116732,0.6666666666666666,0
116735,1.2916666666666667,0
116895,3.84,0
116932,1.2916666666666667,0
116948,0.7777777777777778,0
116999,1.75,0
117033,1.277777777777778,0
117053,1.6666666666666667,0
117169,1.4722222222222223,0
117219,1.9444444444444444,0
117240,1.1111111111111112,0
117333,1.5277777777777777,0
117342,1.4166666666666667,0
117408,1.2638888888888888,0
117456,1.6666666666666667,0
117460,1.3333333333333333,0
117482,5.12,0
117618,1.4444444444444444,0
117782,1.4166666666666667,0
117910,1.6944444444444444,0
117915,5.279999999999999,0
117932,1.125,0
118076,1.777777777777778,0
118320,1.1666666666666667,0
118332,1.388888888888889,0
118355,0.8333333333333334,0
118365,1.2222222222222223,0
118376,1.111111111111111,1
118379,1.75,0
118418,6.08,0
118612,1.111111111111111,0
118628,1.7777777777777777,0
118632,1.277777777777778,0
118675,1.25,0
118729,0.75,1
118864,1.0,0
119009,1.513888888888889,0
119015,0.4583333333333333,0
119135,1.25,0
119198,6.4,0
119200,1.0555555555555556,0
119460,1.2222222222222223,0
119488,1.4305555555555554,0
119519,1.3333333333333333,0
119633,1.0694444444444444,0
119634,3.5200000000000005,0
119638,5.04,0
119731,1.9027777777777777,0
119837,1.222222222222222,0
119845,1.1666666666666667,0
119997,1.25,0
120046,1.0,0
120126,1.0555555555555556,0
120140,1.5,0
120164,1.5833333333333333,0
120192,1.4166666666666667,0
120393,2.0,0
120434,1.222222222222222,0
120554,1.4166666666666667,0
120583,1.125,0
120594,1.4166666666666667,0
120799,1.1666666666666667,0
120868,1.5555555555555556,0
121095,0.9722222222222222,0
121139,1.6666666666666667,0
121183,1.4166666666666667,0
121236,0.625,1
121351,2.3200000000000003,1
121410,1.8333333333333333,0
121605,1.888888888888889,0
121710,1.388888888888889,0
121737,1.4583333333333333,0
121856,1.0,0
121919,1.2083333333333333,0
121935,1.1111111111111112,0
122009,0.875,0
122020,1.5555555555555556,0
122049,1.6111111111111114,0
122094,1.0694444444444444,0
122166,1.875,0
122283,1.4583333333333333,0
122357,1.0,0
122456,1.5833333333333333,0
122519,3.6,0
122545,1.2222222222222223,0
122577,1.6805555555555556,0
122685,1.4166666666666667,0
122797,5.76,0
122890,1.3333333333333333,0
122946,1.3333333333333333,0
122958,1.1666666666666667,0
123083,1.5,0
123094,1.1666666666666667,0
123115,1.4444444444444444,0
123164,1.5833333333333333,0
123344,1.2916666666666667,0
123393,1.1111111111111112,0
123420,1.0833333333333333,0
123525,1.25,0
123586,0.9583333333333334,0
123667,0.6666666666666666,0
123668,1.6944444444444444,0
123697,1.3333333333333333,0
123702,1.3333333333333333,0
123727,0.611111111111111,0
123773,1.1111111111111112,0
123908,1.0694444444444444,0
123944,1.4444444444444446,0
124038,2.1527777777777777,0
124056,1.0555555555555556,0
124085,1.7777777777777777,0
124088,1.75,0
124119,0.9722222222222222,0
124355,1.7777777777777777,0
124678,1.9027777777777777,0
124761,1.8055555555555556,0
125068,6.4,0
125300,1.4166666666666667,0
125393,1.5,0
125919,1.111111111111111,0
125969,1.152777777777778,0
125996,1.0694444444444444,0
126097,1.513888888888889,0
126216,0.8333333333333334,0
126219,1.5416666666666667,0
126239,0.5833333333333334,0
126262,1.25,0
126424,1.5,0
126466,1.3194444444444444,0
126490,1.4166666666666667,1
126581,1.361111111111111,0
126665,1.0277777777777777,0
127039,1.625,0
127127,1.4583333333333333,0
127128,1.1666666666666667,0
127137,1.277777777777778,0
127185,1.8472222222222223,0
127241,0.9166666666666666,0
127279,1.5,0
127289,1.3333333333333333,0
127311,1.4166666666666667,0
127350,1.5,0
127400,1.375,0
127410,1.5833333333333333,0
127590,0.8333333333333334,0
127645,1.25,0
127663,1.8333333333333333,0
127725,1.1666666666666667,0
127785,1.5,0
127827,0.888888888888889,0
127882,1.6666666666666667,0
127946,1.75,0
127966,0.7777777777777778,0
128007,1.5833333333333333,0
128032,0.6805555555555555,0
128039,1.3611111111111114,0
128041,1.1666666666666667,0
128156,1.5833333333333333,0
128210,1.5833333333333333,0
128280,1.5,0
128325,1.486111111111111,0
128459,1.6666666666666667,0
128467,1.611111111111111,0
128475,1.222222222222222,0
128534,1.611111111111111,0
128587,1.1666666666666667,0
128611,1.2638888888888888,0
128633,1.5,0
128754,0.15277777777777776,1
128789,1.1111111111111112,0
128950,1.277777777777778,0
128975,1.25,0
129030,1.611111111111111,0
129343,0.9166666666666666,0
129409,6.08,0
129429,2.0,0
129434,1.4444444444444444,0
129510,1.25,0
129515,0.7777777777777778,0
129555,1.25,0
129817,1.4444444444444444,0
129827,1.277777777777778,0
129914,0.9166666666666666,0
129976,0.9444444444444443,0
130032,0.32,0
130077,0.8333333333333334,0
130086,1.361111111111111,0
130208,1.2916666666666667,0
130326,1.222222222222222,0
130331,1.222222222222222,0
130368,1.3333333333333333,0
130419,1.9027777777777777,0
130439,1.111111111111111,1
130446,6.4,0
130497,0.9600000000000002,0
130548,1.5,0
130593,1.25,0
130823,1.0,0
130953,1.8333333333333333,0
131001,1.0694444444444444,0
131036,1.222222222222222,0
131047,0.6666666666666666,0
131098,1.3472222222222223,0
131228,1.5833333333333333,0
131253,1.513888888888889,1
131257,1.5833333333333333,0
131321,1.3333333333333333,0
131342,1.25,0
131463,1.3333333333333333,0
131558,1.7083333333333333,0
131560,1.2222222222222223,0
131673,1.9305555555555556,0
131680,1.0555555555555556,0
131721,1.5833333333333333,0
131761,1.25,0
131772,1.638888888888889,0
131815,1.2777777777777777,0
131893,1.5833333333333333,0
131956,0.611111111111111,0
131990,1.4166666666666667,0
131997,0.875,0
132045,1.75,0
132209,1.75,0
132296,1.1944444444444444,0
132319,1.0555555555555556,0
132320,1.5833333333333333,0
132337,1.4444444444444446,0
132552,1.0,0
132592,1.277777777777778,0
132705,0.8333333333333334,0
132756,1.5555555555555556,0
132774,1.5,0
132884,0.8333333333333334,0
132914,1.3333333333333333,0
132935,1.4305555555555556,0
133035,1.0833333333333333,0
133065,1.0694444444444444,0
133066,1.1111111111111112,0
133128,2.6399999999999997,0
133324,5.44,0
133429,1.9583333333333333,0
133518,1.0555555555555556,0
133608,1.125,0
133698,1.2916666666666667,0
133730,1.3194444444444444,0
133732,1.5277777777777777,0
133821,0.875,0
133859,1.5833333333333333,0
133956,5.92,0
134085,1.1944444444444444,0
134148,1.513888888888889,0
134180,0.75,0
134202,0.6666666666666666,0
134241,1.9166666666666667,0
134273,1.5,0
134397,1.4305555555555554,0
134470,1.111111111111111,0
134717,1.2,0
134738,0.9305555555555555,0
134760,1.5,0
134857,1.1944444444444444,0
135016,1.5555555555555554,0
135076,1.8472222222222223,0
135134,1.44,0
135250,1.7777777777777777,0
135257,2.56,0
135279,0.9722222222222222,0
135312,1.5,0
135381,0.8333333333333334,0
135382,1.1666666666666667,0
135392,1.361111111111111,0
135421,1.361111111111111,0
135554,1.2638888888888888,0
135574,0.2777777777777778,0
135578,1.111111111111111,0
135808,1.2222222222222223,0
135878,1.4583333333333333,1
135977,0.763888888888889,0
136020,1.5,0
136022,1.8333333333333333,0
136049,0.611111111111111,0
136089,1.388888888888889,0
136106,1.152777777777778,0
136121,1.4166666666666667,0
136169,1.6666666666666667,0
136232,1.222222222222222,0
136334,1.5,0
136430,1.3333333333333333,0
136470,1.6111111111111114,0
136473,0.9600000000000002,0
136516,1.3888888888888886,0
136547,1.388888888888889,0
136608,1.1111111111111112,0
136637,1.6666666666666667,0
136715,1.875,0
136772,1.222222222222222,1
136879,1.388888888888889,0
136906,1.361111111111111,0
137040,1.222222222222222,0
137106,0.6666666666666666,0
137161,2.4,0
137185,0.6666666666666666,0
137227,1.2638888888888888,0
137529,0.4166666666666667,1
137646,1.0,0
137744,0.7638888888888888,0
137751,1.388888888888889,0
137845,0.9305555555555555,0
137850,1.3333333333333333,0
137852,5.279999999999999,0
137858,1.0694444444444444,0
137952,1.1666666666666667,0
137968,0.8333333333333334,0
137973,0.875,0
137985,1.0833333333333333,0
137999,1.361111111111111,0
138025,1.3333333333333333,1
138065,0.7777777777777778,1
138121,1.3333333333333333,0
138204,1.3333333333333333,0
138369,1.388888888888889,0
138421,1.2222222222222223,0
138475,1.513888888888889,0
138565,0.9166666666666666,0
138737,1.513888888888889,0
138746,1.5,0
138768,1.8333333333333333,0
138810,0.3055555555555555,0
138853,1.3333333333333333,0
138873,0.8333333333333334,1
138894,1.6666666666666667,0
138896,1.388888888888889,0
138908,1.277777777777778,0
138981,1.5555555555555556,0
138993,2.2777777777777777,0
139022,0.7777777777777778,0
139023,3.5200000000000005,0
139087,1.6666666666666667,0
139135,0.6666666666666666,0
139479,1.388888888888889,1
139511,1.5,0
139518,1.375,0
139532,1.1666666666666667,0
139863,1.222222222222222,0
139932,0.8333333333333334,0
140005,0.8333333333333334,0
140077,6.0,0
140079,1.125,0
140130,1.388888888888889,1
140191,1.125,0
140208,1.597222222222222,0
140290,0.8888888888888888,0
140381,1.777777777777778,0
140391,0.9722222222222222,0
140392,1.1527777777777777,0
140419,1.5,0
140483,1.8472222222222223,0
140534,1.3333333333333333,0
140598,0.875,0
140674,1.0694444444444444,0
140750,1.1944444444444444,0
140768,1.1666666666666667,0
140823,1.486111111111111,0
140891,1.388888888888889,0
140977,1.3333333333333333,0
141023,1.3055555555555556,0
141043,0.5,1
141047,1.6666666666666667,0
141139,1.388888888888889,0
141181,1.222222222222222,0
141233,1.5,0
141266,0.9722222222222222,0
141456,0.27777777777777773,0
141497,1.92,0
141614,1.5833333333333333,0
141655,1.3333333333333333,0
141703,0.7777777777777778,0
141742,1.3333333333333333,0
141844,1.0,0
141877,1.5,0
141945,0.5,0
142224,1.611111111111111,0
142290,5.92,0
142354,1.4166666666666667,0
142371,1.222222222222222,0
142511,1.2916666666666667,0
142545,1.4166666666666667,0
142609,5.12,0
142621,1.1199999999999999,0
142686,1.0555555555555556,0
142715,1.222222222222222,0
142717,1.4166666666666667,0
142726,6.720000000000001,0
142749,1.5,0
142812,1.3333333333333333,0
142855,1.3333333333333333,0
142906,1.5,0
142950,0.8333333333333334,0
143087,1.0,0
143151,1.25,0
143389,1.4166666666666667,0
143422,1.6666666666666667,0
143730,1.5,0
143784,1.5,0
143981,1.6666666666666667,0
144328,2.069444444444444,0
144355,1.8333333333333333,0
144402,1.5277777777777777,0
144514,0.875,0
144523,1.3611111111111114,0
144593,1.3888888888888886,0
144615,1.1666666666666667,0
144633,1.8472222222222223,0
144641,1.5,0
144756,1.277777777777778,0
144830,1.527777777777778,0
144879,1.5833333333333333,0
144936,1.0,1
144977,2.0833333333333335,0
145177,1.1666666666666667,0
145220,1.388888888888889,0
145322,1.25,0
145323,1.6805555555555556,0
145480,1.5,0
145552,1.111111111111111,0
145688,0.875,0
145988,1.597222222222222,0
146028,1.027777777777778,0
146037,1.25,0
146067,1.0694444444444444,0
146086,1.6666666666666667,0
146090,1.28,0
146099,6.720000000000001,0
146215,1.7083333333333333,0
146354,1.0,0
146400,1.0,0
146527,1.3194444444444444,0
146560,0.5555555555555555,0
146702,2.6399999999999997,0
146760,1.486111111111111,0
146839,1.222222222222222,0
147064,1.4166666666666667,0
147241,1.222222222222222,0
147272,1.388888888888889,0
147602,1.3333333333333333,0
147700,1.111111111111111,0
147754,1.6111111111111114,0
147891,1.6805555555555556,0
147898,1.6805555555555556,0
148201,1.6944444444444444,0
148208,1.0399999999999998,0
148216,1.0694444444444444,0
148234,1.388888888888889,0
148258,1.5833333333333333,0
148289,1.28,0
148299,1.2916666666666667,0
148322,1.0694444444444444,0
148368,1.5833333333333333,0
148381,1.4166666666666667,0
148382,1.0694444444444444,0
148486,1.8888888888888886,0
148487,1.75,0
148570,4.159999999999999,0
148690,1.5555555555555554,0
148749,0.32,0
148753,1.3333333333333333,0
148767,1.5972222222222223,0
148865,0.7777777777777778,0
148942,1.5694444444444444,0
148982,2.56,0
149225,1.1666666666666667,0
149318,4.959999999999999,0
149348,1.7222222222222223,0
149426,1.0,0
149430,1.375,0
149462,1.6666666666666667,0
149549,5.279999999999999,0
149655,1.277777777777778,0
149782,1.4166666666666667,0
149841,0.6666666666666666,0
149846,1.5555555555555556,0
149884,1.388888888888889,0
149912,0.8333333333333334,0
149993,0.9166666666666666,0
150004,1.1666666666666667,0
150074,1.125,0
150134,1.6666666666666667,0
150233,0.9722222222222223,1
150253,1.5,0
150291,1.8333333333333333,0
150301,1.8333333333333333,0
150656,1.1666666666666667,0
150754,2.0416666666666665,0
150883,1.4305555555555554,0
150909,1.6666666666666667,0
151030,3.04,0
151036,0.611111111111111,0
151183,1.3611111111111114,0
151327,1.1944444444444444,0
151399,1.4722222222222223,0
151554,1.5,0
151571,1.1111111111111112,0
151627,1.611111111111111,0
151655,1.4166666666666667,0
151967,0.7777777777777778,0
152007,1.1111111111111112,1
152014,1.4583333333333333,0
152016,5.6,0
152139,1.4166666666666667,0
152148,1.2777777777777777,0
152276,1.5,0
152307,5.76,0
152338,1.25,0
152355,1.027777777777778,0
152406,1.861111111111111,0
152423,0.9583333333333334,0
152499,1.277777777777778,1
152681,1.6666666666666667,0
152740,1.5555555555555556,0
152778,1.222222222222222,0
153003,1.611111111111111,0
153072,1.0694444444444444,0
153146,1.763888888888889,0
153193,1.4305555555555556,0
153261,1.4305555555555556,0
153395,1.375,0
153462,1.0,0
153582,5.76,0
153586,1.5555555555555556,0
153600,1.1805555555555556,0
153626,1.1111111111111112,0
153656,0.4583333333333333,1
153884,1.1666666666666667,0
153953,0.6250000000000001,0
153987,0.2777777777777778,0
153998,0.72,0
154175,0.9583333333333334,0
154230,1.9166666666666667,0
154480,0.9166666666666666,0
154606,1.52,0
154643,3.5200000000000005,0
154644,1.7083333333333333,0
154652,1.2916666666666667,0
154680,1.277777777777778,0
154736,1.3333333333333333,0
154855,1.1111111111111112,0
154864,1.25,0
154868,6.56,0
154889,0.611111111111111,1
154981,1.7916666666666667,0
155020,6.08,0
155118,1.4305555555555554,0
155253,1.5,1
155354,1.3611111111111114,0
155374,1.388888888888889,0
155488,1.3333333333333333,0
155654,4.56,0
155791,0.4861111111111111,0
155795,5.44,0
155820,1.5833333333333333,0
155964,3.5200000000000005,0
155965,1.222222222222222,0
156138,1.0694444444444444,0
156305,0.5555555555555555,0
156313,1.722222222222222,0
156355,1.5833333333333333,0
156457,1.25,0
156673,1.1666666666666667,0
156684,1.0694444444444444,0
156750,1.75,0
156868,1.5833333333333333,0
156879,5.12,0
156945,1.8472222222222223,0
156948,1.1666666666666667,0
156959,1.7083333333333333,0
157005,1.4166666666666667,0
157092,1.222222222222222,0
157200,1.3194444444444444,0
157212,1.4305555555555554,0
157300,2.6399999999999997,0
157672,0.75,0
157674,1.5416666666666667,0
157704,1.6111111111111114,0
157712,1.5,0
157729,6.24,0
157731,1.638888888888889,0
157751,1.0,0
157766,1.1111111111111112,0
157816,1.486111111111111,0
157879,0.75,0
157911,1.486111111111111,0
158113,1.0833333333333333,0
158314,1.0555555555555556,0
158400,1.5,0
158508,1.4444444444444444,0
158560,1.388888888888889,0
158680,1.0,0
158901,1.2777777777777777,0
158969,1.486111111111111,0
159227,1.263888888888889,0
159233,0.75,0
159272,1.3333333333333333,0
159275,1.5,0
159344,0.9166666666666666,0
159351,1.0416666666666667,0
159359,0.75,0
159397,1.6666666666666667,0
159486,1.1111111111111112,1
159500,7.040000000000001,0
159525,1.125,0
159531,1.5833333333333333,0
159608,1.0,0
159680,1.5,0
159688,1.5833333333333333,0
159745,1.4444444444444444,0
159751,1.7777777777777777,0
159856,1.388888888888889,0
159960,1.0694444444444444,0
160135,1.1111111111111112,0
160143,1.222222222222222,0
160154,1.611111111111111,0
160181,1.277777777777778,0
160203,1.222222222222222,0
160250,1.4166666666666667,0
160320,1.4444444444444444,0
160640,1.5,0
160686,1.5,0
160707,1.111111111111111,0
160740,1.2638888888888888,0
160773,1.5833333333333333,0
160905,1.388888888888889,0
160927,1.236111111111111,0
160993,1.0694444444444444,0
161045,0.2777777777777778,0
161103,1.2638888888888888,0
161180,1.0833333333333333,0
161241,1.0416666666666667,0
161276,1.7777777777777777,0
161338,1.222222222222222,0
161373,1.0,1
161414,1.0694444444444444,0
161415,1.1666666666666667,0
161437,1.6944444444444444,0
161650,0.7638888888888888,1
161766,1.25,0
161769,1.5833333333333333,0
161780,3.84,0
161956,1.2916666666666667,0
162013,0.5833333333333334,0
162166,1.2638888888888888,0
162167,1.375,0
162180,1.25,0
162420,1.5416666666666667,0
162456,1.5416666666666667,0
162485,0.5555555555555556,1
162489,1.3333333333333333,0
162658,1.5972222222222223,0
163058,1.3472222222222223,0
163083,1.027777777777778,0
163260,1.2916666666666667,0
163388,1.625,0
163598,1.25,0
163608,1.9722222222222223,0
163615,0.7777777777777778,0
163639,1.5,0
163645,1.3333333333333333,0
163757,1.125,0
163776,1.597222222222222,0
163970,1.6666666666666667,0
164013,1.0833333333333333,0
164017,1.111111111111111,0
164034,1.5,0
164094,1.3333333333333333,0
164192,1.6666666666666667,0
164224,2.4,0
164226,1.3333333333333333,0
164298,0.75,1
164313,1.25,0
164363,0.875,0
164374,1.4583333333333333,0
164388,1.0,0
164429,1.388888888888889,0
164512,1.6666666666666667,0
164657,1.1805555555555556,0
164743,1.5,0
164794,0.763888888888889,0
164947,1.513888888888889,0
164973,1.7777777777777777,0
164983,1.2916666666666667,0
165019,1.611111111111111,0
165056,1.4166666666666667,0
165138,1.4583333333333333,0
165188,1.486111111111111,0
165260,1.25,0
165265,1.0833333333333333,0
165339,1.7600000000000002,0
165443,1.513888888888889,0
165484,2.222222222222222,0
165550,1.25,0
165554,1.388888888888889,0
165596,1.4166666666666667,0
165742,1.2777777777777777,0
165759,1.5416666666666667,0
165827,1.5555555555555556,0
165893,1.0,0
165900,1.4444444444444444,0
166011,1.1111111111111112,0
166037,1.0555555555555556,0
166175,2.72,0
166239,1.75,0
166273,4.8,0
166333,1.0694444444444444,0
166475,1.625,0
166535,1.0833333333333333,0
166537,1.277777777777778,0
166577,1.222222222222222,0
166677,1.25,1
166693,1.6527777777777777,0
166705,1.222222222222222,0
166712,1.388888888888889,0
166825,0.8333333333333334,0
166829,1.277777777777778,0
166846,1.8333333333333333,0
166865,1.1666666666666667,0
166911,1.1666666666666667,0
166938,1.4722222222222223,0
166953,1.1666666666666667,0
166955,1.3194444444444444,0
166966,2.3200000000000003,0
167001,0.15277777777777776,1
167016,0.875,0
167026,1.1111111111111112,0
167062,1.486111111111111,0
167177,0.875,0
167257,1.7777777777777777,0
167335,1.0833333333333333,0
167363,1.25,0
167465,1.6666666666666667,0
167515,1.4444444444444444,0
167575,1.222222222222222,1
167578,1.222222222222222,0
167587,1.8333333333333333,0
167660,1.4444444444444444,0
167795,1.388888888888889,0
167933,1.0555555555555556,0
168026,1.7222222222222223,0
168123,0.8333333333333334,0
168160,3.04,0
168290,1.4166666666666667,0
168316,1.4166666666666667,0
168349,1.0416666666666667,0
168385,1.0833333333333333,0
168418,1.5833333333333333,0
168843,1.2777777777777777,0
168887,4.4,0
169054,1.027777777777778,0
169129,1.361111111111111,0
169137,1.0833333333333333,0
169302,1.7222222222222223,0
169393,1.277777777777778,0
169418,0.4166666666666667,0
169525,1.25,0
169529,4.8,0
169661,1.1666666666666667,0
169665,1.1111111111111112,0
169697,1.8333333333333333,0
169699,0.611111111111111,1
169857,1.4166666666666667,0
169932,1.4166666666666667,0
169948,1.1666666666666667,0
170027,1.5,0
170079,1.4583333333333333,0
170211,1.638888888888889,0
170311,1.0833333333333333,0
170321,1.375,0
170368,3.44,0
170404,1.1666666666666667,0
170443,2.2399999999999998,0
170531,1.6666666666666667,0
170544,1.388888888888889,0
170566,1.125,0
170585,1.6666666666666667,0
170656,1.0555555555555556,0
170710,0.8333333333333334,0
170791,1.7916666666666667,0
170799,1.4444444444444444,0
170801,1.125,0
170965,0.9166666666666666,0
171047,1.5555555555555556,0
171137,0.8888888888888888,0
171192,5.92,0
171257,1.3333333333333333,0
171264,1.0,0
171350,1.152777777777778,0
171419,1.277777777777778,0
171582,1.5555555555555556,1
171638,1.3333333333333333,0
171691,6.720000000000001,0
171788,3.12,0
171883,1.0,0
171902,1.1666666666666667,1
171906,1.1527777777777777,0
171908,3.84,0
171937,1.5,0
172059,1.3333333333333333,0
172135,0.875,0
172200,5.279999999999999,0
172233,0.5,0
172259,1.222222222222222,1
172345,1.5833333333333333,0
172348,1.0,0
172444,1.9027777777777777,0
172610,3.5200000000000005,0
172755,4.64,0
172757,1.6666666666666667,0
172971,5.279999999999999,0
172983,1.9722222222222223,0
172987,1.4444444444444444,0
173092,1.5,0
173212,1.5,0
173227,0.611111111111111,0
173235,1.0,0
173252,1.1666666666666667,0
173343,5.840000000000001,0
173356,1.2777777777777777,0
173398,1.4166666666666667,0
173416,1.125,0
173446,1.611111111111111,0
173485,2.0972222222222223,0
173506,1.52,0
173531,0.9305555555555555,0
173548,1.5,0
173666,0.7777777777777778,0
173673,0.5833333333333334,0
173798,0.7777777777777777,0
173873,1.5833333333333333,0
173938,1.6666666666666667,0
174044,1.0,0
174343,1.4166666666666667,0
174439,1.3333333333333333,0
174702,0.763888888888889,0
174729,0.9583333333333334,0
174743,1.1944444444444444,0
174803,1.1666666666666667,0
174923,1.5833333333333333,0
174996,1.25,0
175017,1.222222222222222,0
